 	le	melanzane	vogliono	girate	</S>
e	0.9984787	0.000924403	0.0005810044	1.5667361e-05	2.80466e-07
m	0.98945564	0.010524336	1.9394696e-05	3.0527335e-07	3.0601836e-07
a	0.9126267	0.072584644	0.01363573	0.0011518548	9.475951e-07
r	0.8576607	0.1412461	0.0010917521	6.9307384e-07	7.280669e-07
a	0.571171	0.342242	0.08020047	0.005992311	0.00039429305
n	0.2932207	0.66665906	0.040117625	2.2246752e-06	4.4732784e-07
g	0.116541415	0.78026277	0.08811638	0.013910204	0.0011693012
i	0.91441756	0.0052034976	0.07633051	0.0033599029	0.0006885013
à	0.054422222	0.33001384	0.5975998	0.017630607	0.00033344058
n	0.045800306	0.36854392	0.50325197	0.07432331	0.008080486
e	0.07340965	0.23199823	0.6841695	0.0055618943	0.004860803
e	0.043569867	0.12786156	0.72000027	0.08901733	0.01955096
t	0.047307998	0.06703477	0.3492821	0.4996506	0.03672451
è	0.23742385	0.28533748	0.05787322	0.23158586	0.1877796
l	0.03629802	0.046870958	0.21710715	0.59676343	0.1029604
u	0.05833986	0.078826316	0.32888934	0.34573603	0.18820848
n	0.055896956	0.058029525	0.090444006	0.6472998	0.14832973
v	0.035742447	0.038263693	0.092458375	0.42722195	0.40631354
o	0.13918792	0.0020373324	0.050849795	0.7317884	0.0761366
t	0.019825555	0.021989	0.05732278	0.40246892	0.49839377
i	0.02778351	0.021085713	0.04434322	0.4904288	0.4163587
m	0.026136698	0.025490334	0.039073918	0.3129709	0.59632814
m	0.03608418	0.021125963	0.027480522	0.3793106	0.5359987
è	0.021910712	0.0003211037	0.060698893	0.78213155	0.1349378
n	0.033665698	0.009853916	0.04228511	0.23174603	0.6824492
e	0.022624958	0.0225968	0.059782535	0.44913325	0.4458625
</S>	0.034992162	0.034619555	0.041316494	0.21456276	0.674509
