 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.9035542	0.09618991	0.00019866716	4.2353047e-05	1.2794277e-05	1.961149e-06	4.2679506e-08	1.4444812e-08	1.4701501e-08	1.0163794e-08	7.869176e-09	7.791826e-09	1.044704e-08	7.793684e-09	7.779901e-09	7.7717734e-09
k	0.50268215	0.49731344	3.4917718e-06	8.960336e-07	1.8557449e-08	3.2959273e-09	2.5077873e-09	2.148738e-09	2.1801334e-09	2.0093487e-09	1.3618955e-09	3.0521133e-10	7.0474804e-10	1.6330002e-09	5.5108107e-10	2.4672725e-10
è	0.75545186	0.008698598	0.105537355	0.123630494	0.005148782	0.0015075981	2.4329636e-05	5.2432614e-07	3.3213655e-07	3.3217407e-08	4.767508e-10	3.2338826e-11	8.339144e-11	9.619739e-11	1.852188e-11	3.145778e-11
c	0.14424483	0.85282314	0.0017505378	0.001109947	7.082373e-05	4.6624228e-07	1.4067628e-07	5.0095323e-08	6.4653065e-08	2.038769e-08	9.060798e-09	1.7657332e-09	6.30516e-09	4.4019797e-09	2.0705608e-10	6.5497263e-10
c	0.24183065	0.6425026	0.10284696	0.010083482	0.002700606	3.544296e-05	1.7567135e-07	3.4206998e-08	1.2904359e-08	4.2123782e-10	1.4192454e-10	1.4977951e-11	2.073585e-11	6.119825e-11	1.395574e-11	1.0592513e-11
i	0.85610217	0.13836817	0.0041099503	0.0014159789	1.9992292e-06	1.6941269e-06	4.650375e-09	1.9802486e-09	1.7619406e-10	1.2463375e-10	2.0646483e-11	1.1336863e-11	9.2281016e-11	1.0507326e-11	1.5401042e-11	9.753805e-12
a	0.095739186	0.5963631	0.114833176	0.19245262	0.0006113692	4.9397767e-07	2.6283375e-08	1.8390964e-09	1.2584583e-09	3.1936828e-10	1.13237274e-10	2.3115024e-11	5.2912733e-11	1.3840527e-10	4.008938e-11	1.903836e-11
a	0.050371695	0.110293366	0.38606638	0.42332053	0.028984573	0.00095974706	3.6624417e-06	4.9251117e-08	1.5949853e-08	7.1514394e-10	7.748683e-11	1.3979782e-11	3.0703606e-11	9.2904774e-11	2.1877727e-11	1.1748605e-11
r	0.102160856	0.12238981	0.29477894	0.35481036	0.08776083	0.03784056	0.00023729113	1.9240855e-05	2.131775e-06	1.4839274e-08	7.1690015e-10	1.3230547e-10	3.4099956e-10	3.9659992e-10	1.657442e-10	9.546578e-11
è	0.2290328	0.049756948	0.31232265	0.13426436	0.005633652	0.23391706	0.016195005	0.018753797	0.00011408266	7.4874897e-06	8.0227716e-07	9.077618e-08	1.1634653e-06	1.0296065e-07	4.1593748e-10	1.631887e-08
t	0.027209118	0.045771927	0.20540898	0.30586052	0.22109714	0.19422436	0.0004210145	5.668917e-06	1.0558977e-06	1.1787418e-07	1.9016618e-08	1.4767564e-08	1.590068e-08	1.1615118e-08	5.5066693e-09	1.0904403e-08
i	0.04790034	0.07117773	0.29289153	0.40485778	0.046434604	0.08673738	0.049772233	0.00018322263	4.5192333e-05	3.3986236e-08	1.7729108e-09	1.257558e-10	3.1898897e-10	5.584503e-10	4.7893016e-11	5.7949118e-11
e	0.057813052	0.06328638	0.112676516	0.17206828	0.3842532	0.20777039	0.0018495516	0.0002778973	4.541072e-06	1.7623154e-07	2.0122176e-08	1.2460366e-09	4.015694e-09	1.2646695e-09	1.710963e-10	3.0481498e-10
s	0.09320249	0.09624208	0.120497644	0.14944595	0.32715696	0.1964496	0.009735785	0.007083639	0.00017428037	1.1496955e-05	8.735543e-08	2.4816684e-09	4.4261452e-09	2.2256905e-09	2.5556815e-10	1.2168523e-09
ò	0.052979875	0.029606273	0.086664796	0.0999337	0.007228377	0.38983324	0.19585393	0.1275335	0.01035956	6.4799365e-06	2.1200907e-07	3.3124428e-09	2.2284343e-08	2.0242068e-09	3.393515e-11	3.8990433e-10
z	0.050501037	0.05220406	0.06805152	0.085180596	0.3354349	0.36028945	0.035101183	0.013129291	0.00010526002	1.8461714e-06	3.6221593e-07	1.5890097e-07	1.8675425e-07	2.6487157e-08	2.2820556e-08	5.0762235e-08
u	0.023647584	0.025860313	0.0478827	0.07215208	0.23563369	0.31104797	0.23191433	0.047056977	0.0047978503	5.757601e-06	6.274347e-07	2.5028763e-08	1.1800425e-08	2.3482409e-08	5.0990784e-10	3.397258e-09
n	0.102085985	0.10283156	0.11071475	0.119547084	0.24341922	0.22232908	0.076799475	0.019099783	0.003149182	1.5129946e-05	7.811162e-06	3.9340583e-07	4.902715e-07	3.0481374e-08	1.5592946e-09	2.1882313e-08
f	0.03485287	0.034786668	0.03759585	0.046285626	0.11416174	0.14934961	0.23725303	0.3339785	0.011687796	4.6677957e-05	1.6394438e-06	4.9154654e-09	1.1311777e-08	1.5566116e-08	3.63574e-11	6.76714e-10
à	0.031877127	0.0016915385	0.014063093	0.013020988	0.0010880688	0.038364653	0.049963392	0.27902362	0.56001776	0.010871761	1.7771707e-05	3.7215262e-08	2.333456e-08	1.5852842e-07	1.121422e-10	3.7442635e-10
i	0.03435222	0.03549154	0.045131717	0.05553202	0.24065726	0.27763546	0.070678525	0.21641977	0.019283494	0.0041503	0.0006506932	1.0465653e-05	2.3182345e-06	1.9316594e-06	1.4654753e-07	2.1591163e-06
o	0.032857545	0.033220116	0.036474302	0.04145561	0.12124392	0.12023267	0.16422428	0.42869943	0.019867472	0.0010421767	0.0006701911	6.561215e-06	4.562844e-06	8.5239645e-07	7.545795e-09	2.3244095e-07
g	0.058137793	0.058363292	0.060815312	0.06324477	0.10464613	0.106412046	0.14734632	0.374499	0.02449752	0.00043332845	0.0014984129	7.497887e-05	2.5293195e-05	5.888358e-07	1.309875e-08	5.2421287e-06
e	0.031798996	0.029488841	0.033604424	0.03510993	0.041914277	0.07729191	0.108925246	0.29224417	0.29107285	0.049215335	0.009049644	0.00022238382	2.8786015e-05	2.078003e-05	1.2545694e-07	1.2316705e-05
l	0.060100835	0.058122538	0.061621543	0.06291675	0.08088785	0.09699919	0.12403868	0.2837602	0.13812433	0.018806934	0.013868061	0.0006693879	2.0337991e-05	6.2996173e-06	1.1547079e-07	5.6975758e-05
à	0.024365617	0.023245119	0.026896387	0.028385451	0.033800706	0.06266244	0.08131214	0.23754089	0.3386099	0.12045408	0.021091832	0.0010901785	0.00010322483	0.00041383758	2.917982e-06	2.5273835e-05
o	0.05369538	0.053861715	0.05543841	0.057025667	0.083923526	0.090952285	0.10669204	0.2883251	0.16785653	0.018736385	0.022265088	0.0009388014	0.00011729618	0.00011426536	2.732293e-06	5.4775883e-05
p	0.04738098	0.04750194	0.048430406	0.04956476	0.06700616	0.07037203	0.08806759	0.21191598	0.19259137	0.010173182	0.16365556	0.0022198313	0.00016852561	0.00085979	2.268292e-05	6.921367e-05
r	0.026779853	0.023757333	0.026817838	0.026745792	0.02155926	0.03278303	0.038277514	0.076993756	0.12139332	0.26172507	0.28097	0.052957445	0.0042004357	0.0037805834	0.000437923	0.0008208488
ì	0.00061778305	0.00063070987	0.0013724584	0.0044292836	0.001116709	0.00801483	0.01320259	0.12159637	0.5047541	0.30302843	0.019397989	0.004905342	0.015919484	0.00017641338	3.4647346e-06	0.000833969
m	0.06141287	0.06155623	0.062698625	0.063978374	0.084373556	0.089488655	0.09583475	0.23843394	0.12188982	0.024184719	0.0476186	0.024370648	0.01035998	0.01002729	0.0022167831	0.0015550514
a	0.028394883	0.025494361	0.027125197	0.027942806	0.024361663	0.03372053	0.039390884	0.07261672	0.11223764	0.27937725	0.27629057	0.038625043	0.0070945397	0.006385281	0.0005010802	0.00044155717
k	0.04591459	0.04756409	0.04766537	0.047995765	0.049708273	0.05040231	0.051970046	0.06316938	0.07747355	0.10988419	0.24672228	0.06115752	0.004209986	0.08194483	0.0037277532	0.010490075
a	0.028376758	0.022982791	0.028250773	0.027801244	0.014987694	0.029507428	0.032031577	0.047571752	0.06522817	0.16633411	0.23567943	0.056579378	0.21172607	0.013357782	0.007982223	0.0116028385
n	0.029626753	0.033713095	0.033698384	0.034294877	0.03432393	0.0351424	0.035735924	0.039646037	0.04435534	0.061630458	0.18460396	0.1290995	0.030763831	0.20135824	0.0070930603	0.06491422
a	0.033717755	0.034689743	0.03312766	0.035355646	0.03573858	0.03802205	0.03962231	0.0493225	0.060830206	0.1170563	0.18722963	0.055319555	0.021502674	0.21261105	0.010433662	0.035420604
f	0.018937254	0.018815244	0.018996814	0.019009052	0.01890835	0.019567147	0.02007379	0.022980185	0.025862206	0.04115664	0.1644875	0.23479953	0.039710138	0.26624468	0.029549362	0.04090215
a	0.029662434	0.023776647	0.029242827	0.028546728	0.014795707	0.028732317	0.028051281	0.036003944	0.042442176	0.07978882	0.10906954	0.093950115	0.3750541	0.0127832	0.018844785	0.04925542
n	0.0168777	0.016128791	0.016937707	0.016835647	0.014413216	0.017043354	0.017564146	0.019223738	0.02108398	0.031559754	0.10018549	0.1711191	0.11551409	0.27629495	0.03699484	0.1122235
e	0.01685246	0.01773246	0.017779844	0.017979113	0.01791298	0.018512955	0.018941108	0.021531647	0.02433601	0.039640844	0.1412614	0.13248025	0.07377643	0.24835008	0.06410472	0.12880772
p	0.019936329	0.019566633	0.019931948	0.01990824	0.019179106	0.020431072	0.021021197	0.02403533	0.025991878	0.038319252	0.16753368	0.22918855	0.07873862	0.20422745	0.050336055	0.04165467
r	0.026184447	0.020018192	0.026077352	0.025148008	0.011027466	0.024662808	0.025409993	0.029736318	0.03284115	0.047864527	0.07503342	0.08662717	0.33676532	0.04346493	0.07194059	0.11719828
ì	0.0014391989	0.00038358197	0.0007323035	0.0118139	0.0023796065	0.033708096	0.011468774	0.11888738	0.6518407	0.040362578	0.042990405	0.0076256413	0.049991336	0.0150334425	0.0025546257	0.008788535
m	0.032104935	0.032115422	0.03216427	0.03222627	0.03310875	0.03332034	0.034105513	0.039481435	0.044985857	0.016149586	0.22311512	0.16449669	0.016181132	0.16569708	0.030689673	0.070057966
a	0.020007169	0.018021353	0.019459613	0.019419892	0.014646876	0.019670619	0.020552251	0.02279225	0.025316646	0.040159926	0.104158334	0.057438985	0.13390122	0.28769574	0.14932679	0.047432367
n	0.016457994	0.020863224	0.020709297	0.02135964	0.021053052	0.021480083	0.021531796	0.021946294	0.022378974	0.024157744	0.039211232	0.06941753	0.07815822	0.19885446	0.07398506	0.3284354
a	0.025605371	0.032743372	0.031507686	0.0338121	0.03267325	0.03450398	0.03468801	0.035664335	0.0369633	0.043189287	0.05202776	0.024189392	0.058012642	0.3358979	0.1147814	0.073740155
f	0.012252535	0.013444585	0.013429802	0.013592982	0.013484999	0.013683569	0.013753211	0.014162463	0.014594627	0.016980588	0.034429003	0.07395676	0.080253944	0.18853618	0.22616325	0.25728154
à	0.04081596	0.027164	0.039786957	0.037634317	0.012077166	0.035928838	0.03725841	0.043144997	0.045856602	0.05299125	0.040728677	0.03278884	0.23075107	0.06434395	0.15081711	0.10791183
n	0.015088376	0.0150919445	0.015095885	0.015105653	0.015187121	0.015217534	0.015301495	0.015827497	0.016413001	0.018124454	0.042937685	0.09008689	0.025895612	0.21743293	0.18154675	0.28564712
e	0.05172623	0.051475294	0.04461836	0.05132753	0.053372104	0.05401459	0.053789146	0.053042646	0.054126877	0.05902662	0.029801162	0.021198168	0.037699632	0.2570883	0.055868063	0.07182528
</S>	0.018306425	0.020947881	0.020881405	0.021245679	0.02095933	0.02128627	0.021307651	0.02143071	0.021538207	0.021846227	0.025520101	0.03236526	0.033714984	0.07661435	0.3012049	0.3208306
