 	è	che	stanno	ancora	svegli	</S>
è	0.9859612	0.012386145	0.0013678327	0.00020424444	5.4879718e-05	2.5596879e-05
n	0.8952886	0.10089869	0.003809262	2.6232758e-06	7.641138e-07	2.749075e-08
a	0.45681912	0.40031865	0.14282145	3.490765e-05	2.9065848e-06	2.8359414e-06
s	0.09182437	0.70048094	0.2075847	0.000107492575	2.5478296e-06	1.5708837e-08
t	0.11999919	0.2633736	0.59690744	0.019299665	0.0001604231	0.00025969205
a	0.11117648	0.4708549	0.41661078	0.0001320156	8.854381e-05	0.0011373311
t	0.06660024	0.26387456	0.6495844	0.01971835	0.00022160914	7.44199e-07
ù	0.11708091	0.36289617	0.49217898	0.014178127	2.8075247e-05	0.013637843
n	0.09998933	0.1617659	0.62060434	0.11358041	0.004017301	4.2744476e-05
e	0.062183775	0.15511365	0.59876955	0.17674927	0.0069398656	0.0002439258
a	0.045388654	0.06310616	0.19903646	0.566046	0.12230774	0.0041150097
n	0.036430255	0.04538269	0.109162	0.55790824	0.23524472	0.015872177
k	0.14900708	0.1529887	0.18468946	0.38907957	0.07877551	0.04545964
ò	0.25381726	0.16755727	0.055429406	0.008758143	0.031278353	0.48315957
r	0.028344598	0.036514614	0.102331705	0.3556223	0.0863051	0.39088172
a	0.10338035	0.10120228	0.16832782	0.5967867	0.014890467	0.0154124005
a	0.048433762	0.05064797	0.05764541	0.19019818	0.5974868	0.055587824
t	0.022280047	0.022792121	0.02617887	0.12882034	0.44026572	0.35966298
s	0.055563685	0.056984376	0.05700454	0.110564664	0.0458345	0.67404824
ù	0.009242316	0.012044796	0.009672941	0.002049475	0.0068741874	0.96011627
n	0.045943197	0.046557523	0.05189312	0.21799067	0.43724453	0.20037094
n	0.04025107	0.042074632	0.055465538	0.40820715	0.2946534	0.1593482
i	0.39184153	0.12264411	0.061335247	0.18204954	0.014286302	0.22784323
t	0.020249065	0.020530093	0.022230526	0.07164734	0.3554499	0.5098931
i	0.31671175	0.35692632	0.1465954	0.019760612	0.0018725282	0.15813348
</S>	0.046448246	0.047437623	0.0481679	0.04527123	0.11972548	0.6929495
