 	io	non	so	cosa	è	da	scrivere	</S>
e	0.9982262	0.001739024	2.6134425e-05	4.41302e-06	1.7337877e-06	2.2137258e-06	1.9236768e-07	1.3130495e-08
v	0.99340725	0.0064851404	9.8989476e-05	6.556293e-06	8.3612025e-07	8.0927106e-07	3.4311395e-07	9.84187e-08
ò	0.9084074	0.05852872	0.030405056	0.0018317461	0.00057543843	0.00025144845	1.0117738e-07	6.531976e-09
e	0.27758375	0.721904	0.00050405477	7.75045e-06	3.4735936e-07	7.73119e-08	3.9899135e-08	3.56162e-08
n	0.07565569	0.8735942	0.049812306	0.0008387707	9.688516e-05	2.005825e-06	3.5717985e-08	3.080616e-08
e	0.06576466	0.66971743	0.2543858	0.009214522	0.0007411576	0.00017583004	6.695576e-07	1.4158261e-09
s	0.051520873	0.20061754	0.7065283	0.03247284	0.008789793	7.045843e-05	1.3671279e-07	2.45733e-08
s	0.06034035	0.049721483	0.5020168	0.36121798	0.008895711	0.0147106135	0.003043907	5.318615e-05
è	0.43014514	0.13024771	0.11202445	0.32180715	0.0046380595	0.0006539078	0.0004752757	8.281468e-06
r	0.07309914	0.16307853	0.5468617	0.1193567	0.089087375	0.0082775215	0.0002365496	2.4035055e-06
o	0.027492246	0.13640247	0.36418018	0.3449062	0.10708624	0.0168166	0.0030546333	6.143252e-05
t	0.031478483	0.040883895	0.13164037	0.3397901	0.38598382	0.06976107	0.00045735514	4.861171e-06
i	0.06872873	0.084940426	0.22620964	0.28956857	0.27554914	0.042401638	0.012055647	0.0005462338
e	0.03335132	0.036417704	0.07212815	0.16906625	0.43416286	0.23674463	0.017160533	0.0009685537
n	0.03601858	0.03820691	0.054183032	0.086133316	0.28839418	0.47244996	0.022593953	0.0020199853
a	0.040048454	0.042351715	0.053605523	0.07709031	0.2974872	0.42548752	0.05428543	0.009643875
g	0.034944896	0.036275726	0.046215486	0.068275385	0.22541057	0.5060998	0.074354514	0.008423646
r	0.04719421	0.040544268	0.067931406	0.10462859	0.07485744	0.32952592	0.31698078	0.018337358
à	0.096779	0.0073498315	0.004737831	0.020791968	0.01013294	0.114124045	0.7220019	0.024082439
s	0.019255541	0.019746732	0.025472187	0.038976755	0.13582923	0.34622866	0.2937154	0.12077546
s	0.016023472	0.01626756	0.020158099	0.029146459	0.09274619	0.25968364	0.30815572	0.2578189
o	0.09743251	0.018538289	0.011429218	0.031389806	0.0073748995	0.18391663	0.6375521	0.012366586
</S>	0.021309264	0.021302113	0.021503806	0.022556437	0.02808188	0.06574571	0.368454	0.4510468
