 	perché	aveva	lavorato	molto	</S>
j	0.99701023	0.002807475	0.00017079075	1.1124907e-05	3.6736938e-07
a	0.9988632	0.0011214124	1.5344891e-05	2.6728053e-08	1.6001914e-10
t	0.99636924	0.003630815	4.5612246e-08	7.7636486e-10	7.512468e-10
ì	0.54931116	0.4442827	0.0064021507	3.817945e-06	1.542712e-07
ì	0.20573673	0.79336345	0.00089859735	4.573502e-07	7.106185e-07
c	0.20852904	0.7848398	0.006613323	8.263023e-07	1.7009614e-05
h	0.49157134	0.48006177	0.027661387	1.0830721e-05	0.00069472566
e	0.39572838	0.49467227	0.10938841	0.00020236774	8.667988e-06
p	0.11542277	0.21975334	0.6625723	0.0010380719	0.0012134642
o	0.12674558	0.23453905	0.6049176	0.019335216	0.014462593
l	0.14849639	0.1754209	0.6595652	0.008845059	0.0076725096
e	0.06694658	0.085891366	0.640165	0.108270794	0.09872634
m	0.12039244	0.13069493	0.40508214	0.13847214	0.20535834
ì	0.053002696	0.04983695	0.30840895	0.3965909	0.1921605
s	0.030857079	0.03303124	0.09384904	0.3609572	0.48130545
o	0.02863959	0.034712177	0.19829647	0.18250403	0.55584776
n	0.03476669	0.035431143	0.053601604	0.4179716	0.458229
t	0.027536472	0.02874836	0.06421638	0.3811364	0.4983624
a	0.10682844	0.03779103	0.1522131	0.6677036	0.035463694
p	0.025061594	0.025385045	0.033920854	0.36952263	0.54610986
o	0.022063632	0.022239223	0.039954018	0.44481966	0.47092348
d	0.028954452	0.029106438	0.034013454	0.31473476	0.5931909
d	0.024376282	0.024015214	0.036647614	0.440647	0.47431388
h	0.034971256	0.0062694075	0.11783223	0.8321469	0.0087803
ì	0.0054475376	0.0023758616	0.08882917	0.88698995	0.016357496
</S>	0.020851709	0.021319175	0.034045186	0.41021544	0.5135685
