 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.9982315	0.0017178574	4.2385156e-05	4.0445566e-06	2.362614e-06	1.7979991e-06	5.4634253e-08	1.1949565e-08	1.7765009e-08	1.6788185e-09	1.6252747e-09
ù	0.9892559	0.010639342	9.870798e-05	5.169314e-06	3.5044025e-07	5.7347387e-07	6.6025924e-10	2.8487177e-10	3.6774273e-10	5.374154e-12	5.3191063e-12
r	0.52020967	0.46849963	0.011161243	0.0001266323	2.38519e-06	2.225345e-07	1.0803594e-07	1.02910825e-07	6.31998e-09	2.2354951e-09	2.8016724e-09
u	0.46446872	0.5214248	0.007683549	0.0063584936	6.144096e-05	2.998844e-06	4.108837e-09	2.2599889e-09	7.7054324e-10	3.39709e-11	4.6333076e-12
k	0.20834054	0.7583359	0.032406826	0.000915115	1.612312e-06	3.0199757e-08	8.891461e-10	4.700042e-10	2.8932712e-10	2.2354867e-10	2.2024452e-10
a	0.30231634	0.5082359	0.16560893	0.021444019	0.0023044485	8.97933e-05	5.4046706e-07	7.258549e-08	1.2454597e-08	1.0601486e-10	3.3021072e-11
s	0.14354971	0.43674952	0.38007462	0.038864408	0.0007575099	4.173894e-06	1.09672115e-07	1.502298e-08	4.2899604e-09	4.7701654e-10	9.190788e-10
e	0.07538611	0.29312712	0.49954677	0.12713297	0.0042288303	0.00051423017	5.3938464e-05	9.85885e-06	1.4912933e-07	7.048792e-10	3.2213347e-11
t	0.05845207	0.13094163	0.63856065	0.16094305	0.011085419	1.0633465e-05	6.3724256e-06	1.1169341e-07	2.5654401e-08	2.4202593e-10	1.2229684e-09
o	0.055894542	0.12713219	0.5393433	0.26840845	0.0051108133	0.002267194	0.0017503025	8.9939545e-05	3.266791e-06	1.2749492e-08	2.2811616e-10
r	0.04513068	0.07120657	0.38306582	0.42782164	0.072386086	0.00020131428	0.00018632312	9.468203e-07	5.4184653e-07	7.0222367e-10	6.669226e-09
ò	0.038019866	0.075551786	0.40225288	0.40811202	0.008044756	0.063265316	0.004240906	0.00049812114	1.2997736e-05	1.2770325e-06	1.986936e-08
m	0.026715193	0.035040878	0.15260926	0.36601573	0.41776016	0.0013667671	0.0004450281	3.744874e-05	9.053387e-06	3.1028154e-07	2.2876239e-07
ì	0.034680378	0.051029924	0.26447886	0.5214385	0.06440411	0.03802118	0.024593195	0.0012572582	9.537709e-05	1.2195145e-06	1.6047409e-08
a	0.034966387	0.038441	0.08576846	0.24325098	0.55818343	0.034717735	0.004493701	0.00014723363	2.6515894e-05	3.8734443e-06	7.1653903e-07
f	0.029153602	0.032270733	0.06225047	0.1545904	0.51905566	0.046957582	0.1496838	0.0058554006	0.00018101657	7.17463e-07	5.4934145e-07
o	0.04638646	0.04824312	0.07260728	0.15152827	0.06816744	0.42594406	0.14929701	0.025515024	0.012021991	0.00027094176	1.841089e-05
r	0.042269547	0.042697325	0.048015486	0.06593916	0.2135302	0.22532266	0.21131994	0.14176098	0.008511018	0.00046040906	0.00017334419
à	0.052611265	0.054430127	0.08087364	0.1219337	0.029301036	0.5471849	0.06058412	0.03259061	0.020076193	0.0002704648	0.00014399293
e	0.037829872	0.038235173	0.043094177	0.059930027	0.20410952	0.19709906	0.36260587	0.05136069	0.004557331	0.001053723	0.00012453324
n	0.026836248	0.027148068	0.029846454	0.03863455	0.11936509	0.027476797	0.3495265	0.3161112	0.040414102	0.023982374	0.0006586941
s	0.031403	0.031575065	0.03345521	0.03937857	0.08467996	0.027990649	0.317736	0.2985801	0.12670623	0.006403812	0.0020914704
e	0.13676241	0.08110883	0.04221556	0.0024961384	0.00387734	0.010700902	0.14928739	0.14986758	0.3692695	0.023655469	0.030758815
s	0.033280645	0.033317227	0.033916444	0.035781328	0.0517979	0.05724318	0.1488586	0.34341007	0.19197507	0.052121542	0.018298002
c	0.026370067	0.02626686	0.027257342	0.026860362	0.013571063	0.077645384	0.10719549	0.2543192	0.40256447	0.0065260795	0.0314237
e	0.07314287	0.03969628	0.024501178	0.003088031	0.0038026997	0.015858687	0.08194889	0.30225286	0.43407515	0.01489277	0.006740562
r	0.017333932	0.01737161	0.017830437	0.019316105	0.03156141	0.034934387	0.10976917	0.23725446	0.2480899	0.16339047	0.10314802
r	0.026966473	0.026832664	0.027758745	0.024535503	0.008737624	0.07119859	0.065253906	0.2505166	0.44429266	0.0067640888	0.04714312
è	0.12194639	0.033200454	0.13329802	0.11094013	0.027816314	0.0632181	0.013895152	0.24624151	0.14566305	0.08589143	0.017889434
o	0.035956956	0.03601335	0.036704995	0.0389626	0.05691464	0.06261934	0.16590545	0.20641094	0.06935074	0.23981602	0.051344946
m	0.022803921	0.022814678	0.022963915	0.023439791	0.02716384	0.01850845	0.05061434	0.116637126	0.15231255	0.2915384	0.25120297
à	0.093992956	0.08509079	0.072114974	0.031065518	0.0054241465	0.035053745	0.031634275	0.14400192	0.30844554	0.117780656	0.075395465
i	0.014469916	0.014476386	0.014554526	0.014804587	0.016706262	0.017461134	0.028867552	0.064581566	0.11460833	0.34980828	0.3496615
</S>	0.02236441	0.02236994	0.022410186	0.02252878	0.023486959	0.01908693	0.029021475	0.044999298	0.06342821	0.34424114	0.38606277
