 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.99979013	0.00020218667	4.5182555e-06	3.1028649e-06	8.703722e-09	8.567574e-09	2.5652742e-09	1.5695509e-09	1.4809731e-09	1.5138539e-09	1.355856e-09	1.3739175e-09	1.4426104e-09	1.3736713e-09	1.3605863e-09
à	0.99222964	0.007756508	1.1436278e-05	2.3238597e-06	2.7839693e-09	1.0193266e-08	6.8758144e-10	2.2059226e-11	5.6316423e-12	1.9924288e-11	3.569742e-12	5.7049756e-12	1.1752853e-11	7.311012e-12	3.5917749e-12
t	0.9673761	0.032609984	1.2215613e-05	1.0568259e-06	9.624e-08	8.749625e-08	7.967779e-08	8.087065e-08	6.913514e-08	9.309233e-09	5.069451e-08	4.8395375e-08	1.6773032e-09	3.191339e-09	1.0641557e-09
t	0.8093309	0.19039936	0.00018138345	8.827716e-05	7.2449794e-08	8.777381e-09	1.996056e-09	1.8384111e-09	3.8500272e-11	4.6993888e-11	1.582353e-10	3.9422753e-11	3.0329038e-11	1.5838145e-10	1.465746e-12
e	0.99988306	0.00011670066	1.334649e-07	9.440037e-08	1.4112743e-08	2.2083855e-09	7.616478e-09	9.221191e-10	1.8620889e-09	6.7330336e-11	3.6474657e-11	2.3583757e-10	7.969913e-11	3.5022117e-11	1.9253118e-11
o	0.34944382	0.6492676	0.0012599422	2.8621507e-05	1.7181518e-08	9.823983e-09	4.0582875e-09	4.975506e-09	2.237654e-09	3.9709575e-10	6.4113403e-10	1.9401292e-09	3.7924403e-10	3.8897577e-10	2.1501614e-10
G	0.08451669	0.88023555	0.029686086	0.005561082	6.1161865e-07	2.2226788e-08	1.2276056e-09	1.1420563e-09	5.0337706e-10	3.0234076e-10	3.154809e-10	5.4288485e-10	2.8790903e-10	2.9639177e-10	2.2247547e-10
i	0.37280348	0.27394298	0.13884577	0.19088385	0.012494771	0.010916888	6.789414e-05	4.4340715e-05	9.218441e-09	3.0503506e-09	3.1130774e-09	1.6064187e-10	6.0505123e-10	1.6507741e-10	3.4440194e-11
o	0.09262967	0.62597126	0.21992676	0.061381627	8.840692e-05	2.1113053e-06	7.57765e-08	1.756751e-07	1.792501e-08	1.6759837e-09	4.3733093e-09	8.229333e-09	2.462598e-10	4.3077808e-10	2.3207772e-10
v	0.05914362	0.3009401	0.23694268	0.3998744	0.0029796376	0.000116334944	1.586157e-06	1.6850163e-06	5.9544627e-09	1.5260245e-09	1.0487582e-09	8.2530055e-10	2.5795366e-10	3.0862707e-10	2.469273e-10
