 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.0320669494078	0.12871875597	0.00709848015	0.132982924	0.10132709175	0.01932308625	0.24785411	0.1531540365	0.177474595
a31	0.0148377204078	0.0432961509367	0.00314312025	0.135361043667	0.103382491583	0.0175337419167	0.238675726667	0.170705903167	0.273064135
a37	0.0094247487026	0.0146655229122	0.00158042203667	0.062236605889	0.042974654861	0.0146437178056	0.257000132222	0.197133129056	0.400341095
a20	0.00351180733753	0.00516501500407	0.00429654419889	0.0989142176297	0.057416568287	0.0269887982685	0.287681157407	0.135972417685	0.380053515
a28	0.00124230717584	0.00225983425802	0.016842454733	0.246596762543	0.089862661429	0.0485614267562	0.242308692469	0.104811505895	0.247514388333
a37	0.000712078818613	0.00139087237601	0.109430567244	0.324366154181	0.11095626581	0.0655162569187	0.138443684823	0.118173028632	0.131011101778
a18	0.000673745872871	0.00116008385867	0.242074585748	0.25435438806	0.10832231327	0.0674802123062	0.0678360302743	0.188255389544	0.0698432262593
a31	0.022847012991	0.00332549635289	0.211366416583	0.154903427353	0.0734745424233	0.0647424341021	0.0769525547581	0.328169446515	0.0642186420864
a0	0.0302398467637	0.00377549002763	0.142334723528	0.139539753784	0.0627671708078	0.0792313947007	0.0907488249194	0.389965392172	0.0613973880288
a13	0.0206133826879	0.00663105515254	0.231729691176	0.124721551261	0.0546935436026	0.0707015149002	0.0836205949731	0.355787174057	0.0515014666763
a31	0.072299268896	0.0295522023842	0.216093494392	0.054546489087	0.0342206425342	0.0388230536334	0.133892941658	0.371625224686	0.0489466648921
a41	0.0806144982987	0.0341956651281	0.224293195464	0.0472234483623	0.0496911055114	0.0358986488778	0.155839387219	0.318115818229	0.054128255964
a24	0.0846989980996	0.0487351460427	0.288639348488	0.0447060824541	0.0555540008371	0.0339906399593	0.146423709073	0.225901952743	0.0713501403213
a37	0.108954986033	0.0611839053476	0.326015949496	0.0255666721514	0.0369717459457	0.0265001839864	0.145202529691	0.183658294248	0.0859457301071
a31	0.170560142011	0.0640738451159	0.293546086499	0.0220197320505	0.0331614153152	0.0298658899955	0.139400529897	0.164272748083	0.0830996200357
a28	0.17107444867	0.057607908372	0.323239348833	0.0377893686835	0.0480689671051	0.0400387993318	0.117821013299	0.136544769361	0.0678153823452
a11	0.19429114089	0.0666788027907	0.374547836278	0.0445516802278	0.0539742043684	0.0418243714439	0.077641978433	0.0885841854537	0.0579058031151
a39	0.269924416963	0.0916189742636	0.310152542093	0.0371404377426	0.0480123514561	0.0388909048146	0.0714676034777	0.0752397108179	0.0575530600384
a46	0.251575728988	0.0887847580879	0.324216890698	0.0404025512475	0.0532575604854	0.0412047376049	0.0709624811592	0.0720924349393	0.0575028966795
a49	0.291482702996	0.107354312696	0.283989233566	0.0368031744158	0.0479666254951	0.0393882958683	0.0676038350531	0.0680925529798	0.0573193245598
a31	0.289218057665	0.101101677565	0.203001474522	0.0388001188053	0.0503307138317	0.0493159769561	0.0913036530177	0.0928413309933	0.0840870428533
a33	0.229172065888	0.0860775711883	0.221197764841	0.0464818362684	0.0605860246106	0.056490250652	0.102649907673	0.104198580331	0.0931460432844
</S>	0.203006742944	0.0894536935942	0.287888202421	0.0473229981342	0.0627620373053	0.051259890326	0.0904602788365	0.0908689351655	0.0769772651422
