 	da	da	un	famoso	poeta	</S>
a31	0.011343188655	0.024613305	0.487792757	0.27540457175	0.087370493	0.1134757539
a37	0.00609870398833	0.151086101667	0.607552625667	0.103043043417	0.0343775429	0.0978420405667
a31	0.0124053729961	0.252793867222	0.548093815222	0.050863478139	0.0155182168667	0.120325265522
a28	0.012331130542	0.160189257074	0.416652132741	0.047812114713	0.0474814882889	0.315533867174
a31	0.00445194859067	0.0790519670247	0.211115215247	0.042593940571	0.0608958154296	0.601891099058
a20	0.00172539522689	0.0488945421749	0.124140384882	0.017354203257	0.0420089698099	0.765876499686
a13	0.00122750750563	0.030446736225	0.0580717004273	0.00997144148567	0.0670575536033	0.833225046562
a39	0.00876289076854	0.0720405977417	0.0482769178091	0.0596699368286	0.136051406201	0.675198218854
a31	0.0424427869228	0.100037752581	0.044735259603	0.12054847561	0.181067358734	0.511168336285
a35	0.0540229696409	0.112549704194	0.041087956201	0.158138028537	0.210702696245	0.423498618762
a31	0.0516984252136	0.102394290398	0.0324198634003	0.197564692846	0.239971772082	0.375950926254
a17	0.0894215550712	0.166555922466	0.0374242644668	0.180506604282	0.213054124027	0.313037512085
a31	0.170577565024	0.206909354155	0.0470033314889	0.162266308094	0.185517828009	0.227725597362
</S>	0.226599772512	0.152256087077	0.0465555357444	0.174949489047	0.183353674004	0.216285413681
