 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.0271378737185	0.0218055558675	0.024745343	0.00229016655	0.015450334	0.14923579725	0.75933495
a46	0.0111590831518	0.0107422328675	0.225993259	0.00542236118333	0.022675348	0.0843391405833	0.639668606667
a31	0.0065125752506	0.0105198179558	0.477180753	0.0458071597278	0.0559922016667	0.0711554101944	0.332832088889
a35	0.0031433664702	0.00750719328527	0.524974917667	0.0610719889093	0.0865312805556	0.0741935133981	0.242577756296
a31	0.0016007983434	0.00366554222842	0.428147112556	0.0583267486364	0.0834869335185	0.088809112466	0.335963782099
a20	0.000981939194467	0.00232259657614	0.306938784185	0.0720269395455	0.0628242788395	0.078345450822	0.476560027366
a31	0.000724341844822	0.00174974662538	0.309033901395	0.0710859311818	0.0511754466132	0.0701661056073	0.496064535789
a39	0.000506174458274	0.00116540182179	0.253066510465	0.0809327170606	0.0653359882044	0.101712018536	0.497281205263
a3	0.00297444472942	0.00322299645393	0.289198800155	0.0742345676869	0.0921082244015	0.128296962845	0.409964051754
a31	0.0324510229098	0.0487679451513	0.422366386718	0.0466469700623	0.0817053718005	0.105628902615	0.262433453918
a7	0.0405230925033	0.0626069788504	0.350551802239	0.0268253081874	0.0540545359335	0.143673325872	0.321764984639
a10	0.0289954613678	0.0618045634168	0.237147647413	0.0213785327291	0.0492339706445	0.198754471957	0.40268537488
a31	0.0732973361226	0.149522391139	0.154595820471	0.025365521243	0.102675108881	0.184318490652	0.31022532496
a11	0.0742431787075	0.14055894438	0.0900362168237	0.0280627294143	0.118921629627	0.218546370217	0.32963090832
a18	0.0348790895692	0.0803880801267	0.0889007462746	0.0376958478048	0.102543209876	0.267151823406	0.388441202773
a28	0.0307863981897	0.0914542747089	0.0798513980915	0.0920590426016	0.142211839959	0.242808164469	0.320828884258
a31	0.0471176727299	0.094549974903	0.0477787560305	0.134992007534	0.18021549332	0.22454803149	0.270798071419
a11	0.0576398435766	0.113710804968	0.0455060863435	0.149961725845	0.183916391107	0.21008318383	0.239181983806
a13	0.0782673621922	0.183694468323	0.0507744741145	0.157118791948	0.158977493702	0.176095037943	0.195072387935
a31	0.133058820731	0.197515566108	0.0301176707048	0.149954590649	0.154048691234	0.162248785981	0.173055882645
a20	0.17544627691	0.247287008703	0.0375454142349	0.128784134883	0.131725827078	0.13646677866	0.142744584215
a31	0.252046515637	0.304285706234	0.041820825745	0.101367906294	0.0975933356927	0.0997741615533	0.103111563405
a8	0.318254478546	0.302710582078	0.0678503512483	0.0825594907647	0.0749226735642	0.0760422665178	0.0776601478017
</S>	0.322742214273	0.331075871039	0.106773295624	0.0710743133823	0.0551488492821	0.0561358992589	0.0570495559008
