 	hai	già	mangiato	</S>
a38	0.130882802	0.718861375	0.031773542625	0.118482297657
a31	0.054931612	0.893362691667	0.012092106425	0.039613572704
a20	0.102729100667	0.876503863889	0.007101929475	0.0136650754147
a31	0.128141390222	0.855158521296	0.00878999835833	0.00791006793823
a27	0.0946191567407	0.813537707099	0.0617954897861	0.0300476139794
a31	0.132101842247	0.722049382366	0.0997996745954	0.0460490843265
a20	0.195043640749	0.591024340789	0.115398432865	0.0985335764422
a31	0.391255076916	0.376545910263	0.120318637622	0.111880362814
a39	0.571313738972	0.296217710088	0.0818038025407	0.0506647436047
a20	0.599896069657	0.306047813363	0.0604553208469	0.0336007942016
a10	0.632818123219	0.278748187788	0.0558075482823	0.0326261540672
</S>	0.65463816161	0.255911218894	0.0571859361412	0.0322646995336
