 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.003296462389	0.0079987719615	0.034563127415	0.02803294525	0.1134801475	0.47391588	0.33871269
a31	0.00415972272233	0.00336704312817	0.0151962340817	0.0145142139167	0.0514849228333	0.41359985	0.49767803
a11	0.00558868054078	0.00382254637606	0.0179744070272	0.0286513199722	0.0719169762778	0.297786553333	0.574259506667
a21	0.00309893978026	0.00356074052535	0.0154273560757	0.0288198010574	0.0752424140926	0.492588904444	0.381261795556
a31	0.00275468779342	0.00155504640845	0.00562667682523	0.0109745526858	0.0332742106975	0.671781231481	0.274033548519
a20	0.00258939398781	0.000747409502817	0.00235314496174	0.0052455047286	0.0235883102325	0.74156448716	0.223911739506
a31	0.0048311531526	0.00157821803427	0.00385120460725	0.00998180414287	0.0585277494108	0.734414112387	0.186815759835
a10	0.0070950158842	0.00607519651142	0.00942396853575	0.017318806381	0.131873429804	0.624107320796	0.204106249945
a31	0.0205978261281	0.0617814568371	0.0357296528453	0.033890937127	0.181692669935	0.481831183599	0.184476259982
a21	0.0256736107094	0.0786699129457	0.0524073309484	0.0396098590423	0.196338956645	0.438486104533	0.168814233327
a11	0.0218155655698	0.0921612849819	0.0801372336495	0.0394679570141	0.228477532215	0.390333878178	0.147606555776
a3	0.0302283235233	0.116460494994	0.110520839883	0.0457276056714	0.281648177405	0.295671476059	0.119743095259
a33	0.0441895738411	0.101631444998	0.123803641961	0.0644365045571	0.338717315802	0.235039900353	0.092181633753
</S>	0.0555261369206	0.111318367499	0.14093491098	0.0867793022785	0.368754327901	0.167978552676	0.0687084068765
