 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.064523323948	0.059355541289	0.022685883	0.0964305605	0.139940907	0.35972656	0.100365485	0.15697172435
a23	0.021521685074	0.019876706719	0.0154505086667	0.136526393833	0.229364992333	0.346230173333	0.0929279616667	0.138101581017
a20	0.00744667291733	0.007847427003	0.0170725278889	0.155478653611	0.190761835778	0.149136217778	0.0717778798889	0.400478800339
a28	0.00281528160578	0.004002412101	0.0165186432963	0.0655731592037	0.0910998722593	0.0976713672593	0.247440859296	0.47487839678
a31	0.00122045456859	0.00228132200033	0.0238284857654	0.0419202787346	0.0710534360864	0.0832638790864	0.346553566432	0.42987856226
a17	0.000637671152863	0.00149276823678	0.0231140124218	0.0343964239115	0.0955438186955	0.126679128362	0.340849112144	0.377287082087
a31	0.000435387747621	0.00128623724893	0.0120339109739	0.0214729149705	0.0994642462318	0.147237762787	0.409970047381	0.308099538696
a19	0.000879997949207	0.00444379488298	0.0446444433246	0.13637083099	0.0967571887439	0.126848417596	0.32981028246	0.260245086232
a31	0.0034494141164	0.015578947961	0.0733701977749	0.186476768997	0.0818117229146	0.129927552532	0.370168214153	0.139217215411
a20	0.0047381467388	0.028728810987	0.114707565925	0.180879091666	0.0818749843049	0.108575187511	0.381544664718	0.0989515824703
a31	0.0128395336129	0.0622168436623	0.119192100975	0.184494643889	0.094707669435	0.11325868917	0.348747134906	0.0645433948234
a20	0.0156733496043	0.0667954065541	0.104893619325	0.180199701296	0.129523334478	0.126369923057	0.319500451635	0.0570442066078
a31	0.0202169816014	0.084612387518	0.104525991108	0.192404597099	0.163382234826	0.145350467686	0.233474440545	0.0560328972026
a20	0.0250861197005	0.113195705839	0.100581448369	0.163746809033	0.171939301609	0.160555959229	0.200901543515	0.0639931290675
a24	0.0418052690668	0.185155738613	0.104083616123	0.147815856344	0.162170240536	0.14075589641	0.143595981172	0.0746174196892
a31	0.0911276430223	0.249160052871	0.081532702041	0.116105858781	0.126801263512	0.122322088803	0.126311703724	0.0866386998964
a38	0.131861017674	0.297086630957	0.0842411240137	0.0985082895937	0.104912441171	0.102742892934	0.104391642575	0.0762559546321
a31	0.199412309225	0.313042876986	0.0841854846712	0.0836600331979	0.0861204203903	0.0830287776447	0.082265845525	0.0682842062107
a28	0.276477413075	0.314358335662	0.0712044115571	0.0692453503993	0.0710368851301	0.0690257312149	0.0681683018417	0.0604835240702
a20	0.333236244358	0.358537128554	0.058191628519	0.0520400034664	0.0524418883767	0.0502704750716	0.0491450106139	0.0461376076901
a31	0.345232844786	0.284138259518	0.0637489075063	0.0620930184888	0.0622551827922	0.0614888910239	0.061165673538	0.0598772168967
a24	0.336615851595	0.288507836506	0.0642901458354	0.0625803071629	0.0626435159307	0.0621358963413	0.061984746846	0.0612416856322
a8	0.372595863865	0.324484205502	0.0535515579451	0.052644974721	0.0484984819769	0.0498023067804	0.048546433282	0.0498761645441
a38	0.373554791288	0.286974811834	0.058388785315	0.059443332907	0.0540706959923	0.0561868642601	0.0546865997607	0.0566940941814
</S>	0.351162610644	0.281725255917	0.0631074326575	0.0626361664535	0.0598119609962	0.0607066621301	0.0599570298803	0.0608928520907
