 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.355567552	0.0667122735	0.0072535598	0.0122293655	0.00100137615	0.0095967066	0.54763918
a46	0.374814462333	0.102565717833	0.00658250093333	0.0319547858333	0.00141488001667	0.0118591356	0.470808546667
a31	0.150328546778	0.0731047974277	0.00362734977778	0.0499146802778	0.00171278353889	0.0159656875333	0.705346148889
a17	0.055896819926	0.0248157586259	0.00285668615926	0.191073248426	0.0096770880463	0.0213049045111	0.69437550963
a37	0.051095246642	0.0097170450753	0.0427309224864	0.368565712809	0.0353818413488	0.0220300340037	0.470479219877
a31	0.0673277855473	0.0050074325251	0.0737321658288	0.29037267427	0.0355288700929	0.0177456891679	0.510285376626
a39	0.0606479675158	0.00255133180837	0.0765186752763	0.20693861809	0.0248880150076	0.0325770933893	0.595878282209
a31	0.0839788348386	0.00451330293612	0.109656696759	0.24270888603	0.0225897735359	0.0450765194631	0.49147596407
a37	0.0874474836129	0.00561887197871	0.132026702253	0.31311856201	0.0510005743786	0.059279599821	0.351508228023
a31	0.0764181815376	0.0065844819929	0.161063744084	0.347126254003	0.0682508737929	0.088992466607	0.251564019341
a46	0.0895420605125	0.0077420676643	0.158989412695	0.300371911334	0.0898712502643	0.127491452202	0.225991843114
a31	0.125046125171	0.0094206478881	0.130477348898	0.250060997111	0.117809975421	0.160937380734	0.206247531038
a46	0.21822197839	0.0127774596294	0.122505156299	0.207884739037	0.116771550474	0.149397116911	0.172441965346
</S>	0.273498424195	0.0128679903147	0.112637078149	0.198703829519	0.129526885237	0.129259218455	0.143506500173
