 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
a23	0.0017760280325	0.0250547518	0.086192635	0.085774595	0.192854901	0.16050848	0.036766003	0.0534148635	0.357657775
a31	0.000711186699167	0.0268553971333	0.154419625	0.0906433716667	0.163775861	0.105696612667	0.0161150677333	0.0472687051667	0.394514148333
a38	0.000448204209722	0.0277144299578	0.157516091667	0.0826046478889	0.146257201667	0.0609210202223	0.0506517839778	0.0572490150556	0.416637569444
a17	0.000400001003241	0.0095966244326	0.0653028205557	0.0324544862963	0.0687367752223	0.0791197367408	0.279092104659	0.0767003696852	0.388597086481
a31	0.00042455904108	0.00330512344087	0.0252623718519	0.0120636979654	0.0360307234074	0.0699972682469	0.36205327822	0.127594619895	0.36326838216
a41	0.000300122507027	0.00117007304796	0.0110389967506	0.00496666730513	0.0174289061358	0.0385334454156	0.31621683274	0.188089853298	0.422255107387
a17	0.000473775779009	0.000522838686987	0.00608884428353	0.00551658821838	0.0265493880453	0.0489138864719	0.37644082758	0.195857617766	0.339636255796
a31	0.00170849865967	0.000431737828996	0.00941806332784	0.00805510173946	0.0379487576818	0.0499851801573	0.30377783586	0.220049212589	0.368625658599
a0	0.00315484555322	0.00141871500967	0.0242588261093	0.0255882355798	0.0503491415606	0.0650037700524	0.25293490862	0.21711848753	0.360173069533
a31	0.0130583301844	0.0141912980032	0.0501820493698	0.0795107918599	0.0906875138535	0.0784278256841	0.28934164954	0.15540211251	0.229198416511
a37	0.0170431853948	0.0204321416677	0.0597667957899	0.118153883953	0.104266197951	0.191845414228	0.245941026513	0.0907205508367	0.151830828837
a10	0.0123310394649	0.0170601615559	0.05838350593	0.194903967984	0.10119745765	0.270386358076	0.163936925504	0.0640454256122	0.117755176279
a31	0.0192567178216	0.039651045852	0.04778106831	0.218916222661	0.0877616798833	0.197064142692	0.250434671835	0.0475021132041	0.091632340093
a16	0.0197155889405	0.0447087139507	0.0423679111033	0.165638660887	0.105027755628	0.192447487564	0.278324990612	0.0532591684014	0.098509708031
a17	0.0186537463135	0.0285153989836	0.0741058870344	0.231070583629	0.194342445209	0.148188636521	0.142178756871	0.0572517974671	0.105692717677
a20	0.0268289211045	0.0515720553279	0.0854584423448	0.318172934543	0.206845018403	0.0712058561737	0.080705062957	0.061390750489	0.0978209462257
a31	0.0359876823682	0.0840134384426	0.0564207461149	0.267040861514	0.129247582801	0.108547258725	0.134531214986	0.0723473214963	0.111863880742
a39	0.0334021964561	0.0658707121475	0.0556383440383	0.263731127171	0.1634881676	0.116953177242	0.139767149662	0.0606922938321	0.100456835247
a20	0.0307368888187	0.0764545233825	0.0726197046794	0.332377305724	0.196568515867	0.067164509414	0.078609044554	0.0596468112774	0.0858227134157
a31	0.0427360812729	0.116699674461	0.0620561972265	0.271575441908	0.125732571956	0.101355915805	0.113903098185	0.0701234437591	0.0958175564719
a33	0.0374059014243	0.0839285503203	0.0768083180755	0.276215600636	0.174655430652	0.0984612156017	0.106616250395	0.0603797799197	0.0855289374906
a48	0.0176665567414	0.0330032039401	0.0728176766918	0.261207130212	0.231256906884	0.0422433205339	0.213004367798	0.0449311176399	0.0838696924969
a31	0.0104589591805	0.0225591863134	0.0378930818973	0.165113073404	0.152876277628	0.116922211845	0.344369565933	0.04694642988	0.102861167499
a19	0.00991019406017	0.0206980864378	0.0501788829658	0.304638991135	0.138415897876	0.141204588282	0.229109645311	0.03512427496	0.070719427833
a31	0.0270220040201	0.0493020098126	0.0747683343219	0.351502820378	0.153738095959	0.0988885304273	0.137505768437	0.0433178449867	0.063954594611
a37	0.0525513126734	0.115909323271	0.0968283281073	0.268429040126	0.137144278653	0.0902104801424	0.107331666146	0.0580620583289	0.0735335248703
a31	0.0741886988911	0.145234867757	0.107418854369	0.234562198042	0.133075398218	0.0777111933808	0.087465137382	0.0655606877763	0.0747830049568
a8	0.0864998329637	0.119836112586	0.107304713123	0.237312907347	0.152696781406	0.0758205191269	0.0802222751273	0.0668272375921	0.0734796506523
</S>	0.0842362514818	0.096503711293	0.111903576561	0.297056703674	0.185869610703	0.0550937215634	0.0588789135636	0.0532161237961	0.0572413888261
