 	mia	figlia	vuole	andare	</S>
a46	0.20705344725	0.04099492465	0.02372133715	0.55497446	0.173255855
a31	0.0722172459167	0.01655824955	0.01947157915	0.551535836667	0.340217085
a7	0.0373135259722	0.0211683000833	0.0225487213833	0.293896565556	0.625072861667
a20	0.0255385403241	0.0314877800278	0.0308458034611	0.280092305185	0.632035543889
a31	0.0235282557747	0.0219848819093	0.027463660787	0.307269545062	0.619753637963
a46	0.0210958470582	0.0097052502031	0.018033065229	0.394730558354	0.556435262654
a31	0.0865835548194	0.069010514401	0.0220985250763	0.471456742785	0.350850667551
a46	0.113615166273	0.096890162467	0.0635585696921	0.483953957595	0.24198215585
a31	0.115778843424	0.176215215156	0.104258273231	0.447042925865	0.156704745283
a11	0.123483079808	0.240757888385	0.231384101077	0.302235298622	0.102139650094
a3	0.0812183486027	0.206302466128	0.404508043692	0.235531062874	0.0724401193647
a31	0.0898786095342	0.222623775376	0.388680721231	0.212673600958	0.0861433307882
a27	0.119184436511	0.282252831792	0.330150243744	0.180296336986	0.0881161859294
a0	0.190811008837	0.367408160597	0.287913594581	0.0972379589953	0.0566292859765
</S>	0.242366864419	0.395477415299	0.242567237291	0.0717620444977	0.0478264154883
