 	li	vestono	i	genitori	</S>
a31	0.0928961278542	0.128946417452	0.018926962585	0.3075031055	0.451727375
a46	0.0309654679342	0.043036920992	0.006656648295	0.518732735167	0.400608205
a18	0.0106372764714	0.0185479968707	0.014314260475	0.628837645056	0.327662798333
a35	0.00401224171047	0.0138211329569	0.030935364825	0.700168465019	0.251062776111
a15	0.00174474157682	0.016884460319	0.0636957299417	0.708984805006	0.20869025537
a39	0.00169205349227	0.0361404851063	0.130380038314	0.564611568335	0.267175845123
a31	0.0313701689308	0.121770485035	0.164598372771	0.426456762778	0.255804186374
a11	0.0410843098103	0.150466318345	0.158830984257	0.336472894259	0.313145450125
a20	0.0168097215368	0.135610376115	0.157525391419	0.225236214753	0.464818250042
a31	0.0309910502789	0.172090558705	0.151480123806	0.196191954918	0.449246273347
a39	0.0344573891596	0.159642521235	0.178282831269	0.153013274306	0.474603967782
a20	0.0624195737865	0.134352602078	0.172027720423	0.0751978197687	0.556002309261
a46	0.107798921262	0.181919034026	0.154189466808	0.0426574562562	0.513435169754
a31	0.101967375087	0.177290458009	0.154927435603	0.0330475244187	0.532767236585
a15	0.0896873596957	0.24029157267	0.156528661868	0.0398486421396	0.473643752195
a24	0.0981492932319	0.29440129089	0.198862590623	0.0464601310465	0.362126660732
a20	0.172455747744	0.231542070297	0.205836203541	0.0404664216822	0.349699503577
a31	0.216312995915	0.199882790099	0.20025810118	0.0359556128941	0.347590467859
a13	0.213669215305	0.2133395967	0.200614303727	0.0442806526314	0.32809622262
a46	0.249308071768	0.2635467489	0.183171551242	0.0718879355438	0.232085690873
a14	0.243146287256	0.252603499633	0.192865130414	0.0843184938479	0.227066586958
a20	0.216993785752	0.241157699878	0.211502050138	0.0789627612826	0.251383668986
a31	0.197634685251	0.224346266626	0.224822890046	0.0749105424275	0.278285589662
</S>	0.177478702626	0.205098183313	0.238105945023	0.0694773192137	0.309839844831
