 	il	muro	vuole	uno	specchio	</S>
a23	0.0167331183525	0.0647380936	0.1126741525	0.077123905	0.084229603	0.64450117
a20	0.00908854301917	0.0760658069333	0.2225957725	0.093934525	0.0502814863333	0.54803392
a31	0.00825103810639	0.103840665644	0.3082468875	0.0823336083333	0.0936717641111	0.403656056667
a24	0.00466603373546	0.061292630748	0.190965515833	0.0515568731111	0.20016123137	0.491357702222
a31	0.00184975143182	0.0231459433493	0.0875077849443	0.0240234714037	0.255643177123	0.607829850741
a13	0.000856676337273	0.00856876861643	0.0421697719814	0.0372447655012	0.277300712374	0.633859266914
a39	0.000455807143758	0.00337395834548	0.0302825589938	0.0874657801671	0.309627204125	0.568794665638
a20	0.00425454780592	0.0124648549885	0.0658965773313	0.152692970056	0.274779628042	0.489911428546
a31	0.035710540602	0.101228818329	0.0847575907771	0.158138533352	0.199366926014	0.420797622849
a24	0.0443232622007	0.148337449443	0.133379351926	0.162279661117	0.168536145338	0.343144164283
a8	0.0278630680669	0.104059566481	0.259138767309	0.206784370372	0.151961788446	0.250192424761
a31	0.0585259480223	0.182271708827	0.227857675103	0.184271106791	0.146310802815	0.20076270492
a20	0.0771668560074	0.294925616276	0.224125884368	0.136796485597	0.115915462605	0.15106969564
a31	0.134370095336	0.348447112092	0.226326624789	0.101123639866	0.086013792535	0.103718782547
a29	0.180984198445	0.392243267364	0.195071138263	0.079699864622	0.0709324781783	0.081069095849
a31	0.249297452815	0.367520929121	0.184540929421	0.071951219874	0.0606279333928	0.0660615669497
a8	0.323312784272	0.316361026374	0.178191026474	0.0669248382913	0.0559767111309	0.0592336589832
a20	0.330389641424	0.351787728791	0.171758993491	0.0581427460971	0.0431357177103	0.0447852253277
</S>	0.351976320712	0.402254544396	0.111672223745	0.0502048930485	0.0412550848552	0.0426369761638
