 	non	ho	dove	d'	andare	</S>
a20	0.0229358498402	0.0151599945095	0.0535495925	0.024784933	0.521424475	0.36214516
a31	0.00804896740687	0.0410704895095	0.299908964167	0.0452964873333	0.404732797667	0.200942285
a37	0.0136058700356	0.153923586503	0.459432881389	0.0494714727778	0.189995928556	0.133570253333
a31	0.0167449592452	0.175420937834	0.43007548713	0.0868620792593	0.130825897852	0.160070627778
a29	0.00771775718173	0.081496351278	0.327685297043	0.0935098080864	0.0823577129507	0.407233072593
a41	0.00386671749391	0.0347176107593	0.136485318681	0.0409611370288	0.120386956317	0.663582267531
a31	0.0167510717313	0.0792793309198	0.11660216456	0.0260462840096	0.155552612106	0.605768549177
a18	0.0309317252438	0.135256846973	0.14281040152	0.0536677570032	0.152248787369	0.485084489726
a31	0.0409288810813	0.123558475658	0.102179428507	0.0858241056677	0.183031909123	0.464477219909
a39	0.0486289893604	0.183222851886	0.120927497502	0.102729758556	0.180679889708	0.363811016636
a31	0.185978340787	0.207157493962	0.128914702501	0.115412632852	0.148387993236	0.214148815545
a8	0.323485606929	0.261229787987	0.0918827975003	0.0886822259507	0.104482982412	0.130236591182
a31	0.42221067231	0.286978549329	0.0835267335001	0.0639114003169	0.0672263021373	0.0761463317273
a8	0.492167274103	0.283866559776	0.0657161988334	0.0516906311056	0.0516211623791	0.0549381359091
</S>	0.461894987052	0.357193754888	0.0674129194167	0.0391987520528	0.0363351436896	0.0379643829545
