 	questo	muro	vuole	uno	specchio	</S>
a31	0.00269852355	0.2776521985	0.048371477	0.0103152531	0.082580633	0.5783819
a24	0.002467820094	0.1069435968	0.0208855343467	0.00463801628933	0.0405106353333	0.824554376667
a31	0.000834450061	0.0381881921333	0.0077974039289	0.00180634118578	0.0392586324444	0.912114968889
a41	0.000352180539333	0.0151779213444	0.00792620810963	0.0171029182953	0.110412782481	0.849028002963
a39	0.00131513277978	0.00659045084813	0.0261776600365	0.0778269004318	0.281878050827	0.606211834321
a43	0.00359727415993	0.0214460062827	0.0706003723455	0.146293536811	0.417613093609	0.34044970144
a24	0.0532268041866	0.0949482167609	0.0931096941152	0.147551550937	0.340629151203	0.270534543813
a37	0.120523061396	0.14038533892	0.0700006427051	0.109718918979	0.229291013734	0.330080997938
a20	0.217233777132	0.132198776307	0.0462697105684	0.090111352993	0.193295287911	0.320891075979
a41	0.367265735711	0.137287725436	0.0361299315228	0.0829502409977	0.146978174637	0.22938821866
a18	0.477775265237	0.143686065145	0.0327402758409	0.0770358336659	0.108492838212	0.160269762887
a31	0.467170298412	0.123207116382	0.0342576822803	0.105689934555	0.115685467404	0.153989497629
a11	0.386663709471	0.181627846794	0.0466447754268	0.114234041518	0.118614932468	0.15221466921
a31	0.345423213157	0.220144415598	0.0602307918089	0.111523393839	0.118524314156	0.14415383307
a29	0.330686197719	0.250242285199	0.0734237972696	0.105672284613	0.112178194719	0.12779720969
a7	0.383325692573	0.320260641733	0.0768181090899	0.067852732871	0.0717978499063	0.0799449718967
a31	0.397143327524	0.266248727244	0.08226735303	0.0834717156237	0.0834049183021	0.0874639872989
a37	0.377211605841	0.270796609081	0.0908105443433	0.0869902052079	0.085846329434	0.0883447547663
a31	0.359295991947	0.28142278636	0.101898391448	0.085354811736	0.0854738598113	0.0865541839221
a20	0.359578370649	0.28239061212	0.108536360483	0.0836080655787	0.0827999039371	0.083086685974
</S>	0.401784360324	0.32657947606	0.100470045241	0.0596628752893	0.0556523379686	0.055850909987
