 	che	non	li	aspetiamo	</S>
a20	0.494844501	0.00566627382	0.01458250655	0.0888202669465	0.3960864539
a8	0.513360593667	0.01315466694	0.0100435012167	0.0516096349465	0.411831620567
a7	0.307187037889	0.109831396313	0.0801158220722	0.0508342223155	0.452031543522
a35	0.472411159296	0.160778605438	0.110798920691	0.0387201107718	0.217291224507
a46	0.494797099765	0.173983068479	0.113632756897	0.0545272225906	0.163059868169
a31	0.284492823255	0.251491972826	0.214010132299	0.0877912125302	0.162213842723
a11	0.150686037752	0.252821317609	0.3389078341	0.10804953751	0.149535240908
a31	0.116643282584	0.229622359203	0.364961368033	0.13360723917	0.155165700303
a0	0.088911625528	0.216014809734	0.391917446011	0.15842385639	0.144732226768
a31	0.046160872176	0.198262186578	0.444748982004	0.18447847213	0.126349485589
a30	0.0682941350587	0.210378845526	0.363854474001	0.20679636071	0.150676195196
a0	0.126252723686	0.223071421842	0.265057754667	0.20570137357	0.179916755065
a31	0.147269727895	0.220658167281	0.228013231556	0.208090867857	0.195968008355
</S>	0.135965968948	0.22275333364	0.221523060778	0.214058463929	0.205699139177
