 	dove	aveva	per	stare	non	aveva	</S>
a24	0.041036165	0.2216744455	0.52163416	0.011034269	0.036283685	0.0568136885	0.111523574
a20	0.01751135059	0.0917503608333	0.753928473333	0.00835200756667	0.0297497574833	0.03479998168	0.0639080606667
a13	0.01787138312	0.0994585456111	0.751733271111	0.0156645804222	0.0168523709778	0.0333798204067	0.0650400248889
a37	0.0364366893733	0.128278745204	0.53622737037	0.0278936741407	0.0323073589926	0.164229160136	0.0746270102963
a24	0.0455654044578	0.103832188401	0.387395490123	0.0363345297136	0.0506126676642	0.322576286712	0.0536834554321
a31	0.0415250051526	0.0818898161337	0.334523490041	0.0409552485712	0.0553551812214	0.393633545571	0.052117735144
a20	0.0266397295175	0.0531298403779	0.290706960014	0.0329022795237	0.10050575374	0.425849108524	0.070266327048
a0	0.0116612306392	0.0306911727926	0.203695890005	0.106779577841	0.20232240458	0.345265416175	0.0995842956827
a20	0.0103107718797	0.0432882652642	0.0975414685017	0.275989512614	0.240785821527	0.213764268725	0.118319881894
a31	0.0240240592932	0.0616084450881	0.0423906460006	0.303281094205	0.237557753842	0.177030529575	0.154107453965
a8	0.0306889850977	0.0958361883627	0.0255366183335	0.262188074735	0.218987464614	0.185456746525	0.181305891322
a23	0.0200713843659	0.143679036121	0.0198687194445	0.309559154912	0.181635051538	0.167542728842	0.157643883774
a38	0.0237673437886	0.154049665374	0.0144960391482	0.360264268304	0.172668163846	0.140003589614	0.134750907925
a33	0.0395944245962	0.224621835125	0.0137183817161	0.360121476101	0.151106977949	0.110783903205	0.100052987308
a31	0.0556072681987	0.215549316375	0.0147732939054	0.2955760787	0.166241835983	0.131861634402	0.120390543769
a24	0.177424052733	0.176576596792	0.0161402193018	0.204047941233	0.155047171994	0.136259064801	0.134504946256
a18	0.342425867578	0.217584282264	0.0206454681006	0.133900828744	0.100815452331	0.0926619116003	0.0919662170853
a31	0.295815129193	0.178103307421	0.0294078907002	0.139202586248	0.121978875777	0.117731800533	0.117760415695
a33	0.300086583064	0.191251035807	0.0369747935667	0.128064578749	0.116286314592	0.113508620178	0.113828035232
</S>	0.403900241532	0.236159992903	0.0372921537833	0.0933667893745	0.077940756296	0.075564375089	0.075775637616
