 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.0101116795	0.0287547612835	0.113150143738	0.239613644	0.147322305	0.1250560851	0.179845392	0.0404051991	0.03750501	0.0782357875
a39	0.00492093214733	0.00958946013286	0.0378013373847	0.088005654	0.1123349505	0.181883505033	0.216281258667	0.0500266280333	0.06566094	0.2334953325
a31	0.00168014117644	0.00319752777588	0.0126680225886	0.034777474	0.071013229	0.139922701678	0.127389344222	0.0321728270111	0.108184343333	0.468994370833
a14	0.000745242972147	0.00108758829086	0.00498659720987	0.020207262	0.0592745733333	0.0767490438927	0.0798813807407	0.0286175350037	0.109290736111	0.619160000278
a41	0.000928869124049	0.000425388980287	0.00273162005662	0.0164521815	0.0401093831111	0.0478271789642	0.0758582162469	0.0952682633346	0.093320267037	0.627078583426
a33	0.00163220210802	0.000684087493429	0.00203948330554	0.0161585793333	0.0708716527037	0.0435548756547	0.100248255416	0.190107634445	0.108730809012	0.465972371142
a20	0.0154514264027	0.0120227495978	0.0198226312685	0.0489728324444	0.0822939489012	0.0319916362182	0.084876658472	0.172076144815	0.226253956337	0.306237983714
a31	0.0582205008009	0.0181449655326	0.0512028817562	0.149139754148	0.0836511943004	0.0151953673727	0.0373116051573	0.0994786559383	0.271451782112	0.216203294571
a10	0.0596075029336	0.00984966987753	0.0499707859187	0.206848328049	0.140193534767	0.0147200290909	0.0360389807191	0.0970951029794	0.225113180704	0.16056289819
a31	0.0429333819779	0.00541418842584	0.0424735423062	0.23205751935	0.160106421589	0.0154543633636	0.040290063573	0.112445898993	0.213930783568	0.134893816063
a46	0.0376258341926	0.0120195082419	0.0597501224354	0.22580545645	0.134333813863	0.0177653441212	0.0331364178577	0.0903753076643	0.204073467856	0.185114678688
a31	0.0209178575975	0.0139380748806	0.0704102774785	0.26644570215	0.159343201288	0.0182035905404	0.0276847276192	0.0591931672214	0.192796912619	0.171066432896
a39	0.0145071091992	0.0130406577602	0.158657105826	0.35241677405	0.156758575429	0.0146653913468	0.0188361422064	0.0372618750738	0.12997513754	0.103881197632
a28	0.00698121673307	0.0212090535867	0.280096435275	0.404917644683	0.110597823476	0.0123179877489	0.0119580477488	0.0193919911246	0.0689430638467	0.0635867468773
a21	0.00621452424436	0.0214866961956	0.249224611758	0.445982571561	0.110850911159	0.0132847205496	0.00814476126293	0.0142199618082	0.0756593759489	0.0549318649591
a24	0.00731685841479	0.0270318727319	0.173502840586	0.339169853854	0.12584197372	0.0282587661832	0.034285933421	0.0515038872694	0.12328718865	0.0898008033197
a46	0.0061167014716	0.0262773879106	0.118744247862	0.207417161285	0.125924014573	0.0636715320611	0.0594026234737	0.0875980390898	0.182423062883	0.122425221107
a20	0.00500148282387	0.0203916329702	0.0991478402873	0.172166113762	0.130525904858	0.081569680687	0.0732937534912	0.101236636363	0.192769786294	0.123897165369
a31	0.00789036277462	0.0259099873234	0.103965383429	0.129830649254	0.103923346619	0.065500400229	0.12041962783	0.159148162121	0.175302700765	0.108109365123
