 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.023120842	0.035715913238	0.01732233925	0.181716036714	0.00089823108	0.002218592835	0.0004660907065	0.0018500442	0.73669192
a20	0.008683373006	0.0119086725916	0.00579409288567	0.0605952409938	0.000749423613333	0.00135742268833	0.000161558845067	0.000912764574667	0.90983745
a28	0.0124462476747	0.00413903505082	0.00745365793089	0.0226403997111	0.00155613670444	0.00102493688278	8.4541513589e-05	0.00109274289956	0.94956228
a31	0.0395274482249	0.00157651041694	0.0087354847103	0.0103051251704	0.00698756943481	0.00234929862759	0.00015124657453	0.00308445259985	0.927282813333
a39	0.0397202964416	0.000597211435647	0.0050567279701	0.0118282708901	0.00943846714494	0.00331564494253	0.000252847954843	0.00396487126662	0.925825604444
a24	0.0554459191805	0.00192864187522	0.0473541676567	0.0319424292967	0.0108323100483	0.00351577858084	0.00153377793828	0.00510620332221	0.842340734815
a31	0.0964192330602	0.00325884469174	0.0768392542189	0.0380506384322	0.0148212143494	0.00508063569361	0.0101003816461	0.0122892371074	0.743140544938
a17	0.0702373403534	0.00481203096391	0.061721618073	0.245511728144	0.0149880964498	0.00622305239787	0.0147732382154	0.0181739130358	0.563558981646
a31	0.0575498394511	0.0197972896546	0.0931519910243	0.343645914048	0.0185995548166	0.014489768466	0.0810558120718	0.0185719003453	0.353137933882
a39	0.053032733317	0.0246720312182	0.113827687008	0.380935919349	0.0202410816055	0.0195925071553	0.102929198024	0.0164661367818	0.268302707961
a41	0.029484577939	0.0740381084061	0.157660852336	0.490457829783	0.0132628815352	0.0127062716184	0.041946498008	0.0106406181939	0.16980237932
a31	0.025628998313	0.093292080802	0.158686018112	0.335827626594	0.0153001885117	0.0283463147728	0.135761334003	0.0132641053313	0.19389333644
a33	0.0188283174377	0.0399395962673	0.151738603371	0.321361678865	0.0249526928372	0.0417581232576	0.163969247001	0.0158908141104	0.22156092548
a31	0.0215352531459	0.0526660667558	0.164243541124	0.346872412955	0.0269197582791	0.0403268420859	0.129911371334	0.0261394413701	0.191385328493
</S>	0.0262619490729	0.0803089333779	0.128234010562	0.277124056477	0.0261878401396	0.0450800400429	0.175383475667	0.040066307185	0.201353409246
