 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.025111465567	0.0278442605	0.0562730195	0.51351525	0.008519088435	0.0012278322075	0.0015088745545	0.007342310252	0.145384819	0.21327308
a31	0.0152769889003	0.0401266438333	0.0535275228333	0.556787326667	0.00306809192167	0.00119406334083	0.00225517628783	0.00248242997033	0.058365395	0.266916346667
a3	0.0120227038101	0.0444001195778	0.0523953896111	0.363551702222	0.00806082146056	0.0110192567803	0.00561266942928	0.000948958921777	0.0760949543333	0.425893432222
a20	0.00426850091337	0.0162346352926	0.0251435697037	0.320209364074	0.0447537474869	0.0403982305934	0.0189365258098	0.00405877885393	0.111757970111	0.414238674074
a31	0.00189781285779	0.00666197559753	0.0157261057346	0.279422801358	0.0566452301623	0.0522028555311	0.0540548729366	0.00743692828464	0.12250671537	0.403444681358
a24	0.00092588996593	0.00288770066584	0.0128912192449	0.286764593786	0.0280423400541	0.0322600658437	0.0578138193122	0.00854368242821	0.116050820123	0.453819843786
a31	0.00050760801531	0.00176681848861	0.010742562415	0.290344624595	0.0179165616847	0.0217690446146	0.0285488027707	0.0104937348094	0.133024705041	0.484885521262
a17	0.000347306790103	0.0011718212762	0.007124360705	0.244283364865	0.0486516752282	0.0377602935382	0.0149103732569	0.0415130429365	0.19658869168	0.407649077087
a31	0.000314193138368	0.0024790497054	0.0121568408017	0.245856681622	0.0726647204094	0.0441840191794	0.0083141500523	0.0659535966455	0.200302547227	0.347774229029
a17	0.000354842712789	0.0038647900018	0.0255457866006	0.219342320541	0.10034185347	0.0442904890598	0.00505572485077	0.0949519798818	0.182858392409	0.323393849676
a20	0.00126394038093	0.0103006254339	0.0295226052002	0.15101802818	0.152169241157	0.0553537556866	0.00340376305026	0.195192329961	0.182837064136	0.218938659892
a41	0.00845792912698	0.018022817478	0.0200924527334	0.0595380867267	0.166835123719	0.0983101485622	0.00535159775009	0.22451500332	0.187064748045	0.211812069964
a31	0.015359454709	0.0171535114927	0.0132699079111	0.0306246975756	0.180717034573	0.123028452854	0.0112070980834	0.283464467773	0.151880159348	0.173295198655
a17	0.0196565225697	0.0214899284976	0.0217296459704	0.0302317628585	0.151792209524	0.108646087618	0.0143691495278	0.316261705924	0.172482259783	0.143340714885
a31	0.0223504718566	0.0220382091659	0.0229762080901	0.0258374989528	0.162711074508	0.135740152539	0.0165308703426	0.281944591975	0.181606029928	0.128264858295
a24	0.0334257172855	0.0396498003886	0.02571608213	0.0179088259843	0.189657724836	0.21390108418	0.0210475004475	0.229700433992	0.129833439976	0.0991593560983
a31	0.0384508624285	0.0505862407962	0.02911086771	0.0152729709948	0.191542191612	0.250386161393	0.0269216568158	0.189237714664	0.116827123325	0.0916641753661
a32	0.0409653261428	0.0656312242654	0.03380094957	0.0145404739983	0.202536077204	0.281013563798	0.0292647289386	0.181176884888	0.0839516764417	0.0671190644554
a31	0.0529986583809	0.0822256267551	0.04018286719	0.0145270708328	0.189629219068	0.282344287933	0.0332630663129	0.158870468296	0.0800932474806	0.0658654774851
a20	0.0643044984603	0.103680574252	0.0680005563967	0.0229397401109	0.160163651356	0.214697535978	0.049868968771	0.145694226099	0.0909849024935	0.0796653208284
a31	0.0610685174868	0.120489366751	0.0906818754656	0.034305306037	0.129025772119	0.174576121993	0.0728722529237	0.117295385366	0.103439607498	0.0962457452761
a46	0.0711230058289	0.127115220917	0.107505268489	0.044773325679	0.122874897373	0.150978793998	0.0779158843079	0.105046713789	0.098549459166	0.0941174084254
a33	0.11227219861	0.192960950306	0.127302681163	0.0501954022263	0.106673739124	0.126898756333	0.0636704401026	0.0746281639297	0.0740745030553	0.0713231704751
</S>	0.131359419305	0.236696455153	0.119300863082	0.0468989736131	0.102366629562	0.108750405666	0.0559884880513	0.0667366929648	0.0666676715277	0.0652344167376
