 	sul	muro	vuole	uno	specchio	</S>
a31	0.02769183625	0.077272256	0.1506306175	0.087948245	0.1175393	0.538917785
a39	0.01612210925	0.028988906	0.0806026988333	0.053385623	0.0786597396667	0.742240968333
a35	0.00738140239667	0.0116205051	0.0402886562778	0.0253628392333	0.286168652889	0.629177972778
a31	0.00284132516889	0.0045815098	0.0181888019926	0.0114394236778	0.395776814296	0.567172157593
a2	0.0016798152463	0.00296625693333	0.0290826518975	0.0139428349259	0.312453168099	0.639875309198
a0	0.000977024644433	0.00205337092111	0.0348603229658	0.0495835599753	0.415274889366	0.497250859733
a20	0.00270091381048	0.0131754535837	0.0743806099886	0.104430934992	0.396626176455	0.408685933244
a18	0.00565109277016	0.0325688278612	0.16927447333	0.181811081664	0.272689648818	0.338004887748
a31	0.0351296439234	0.114261279287	0.148325278777	0.163303992221	0.231722229606	0.307257569249
a0	0.0447835429745	0.137872989762	0.232359570592	0.125139619074	0.195758968535	0.26408527975
a31	0.0926527939915	0.196810626587	0.264740706864	0.113981867691	0.146552694845	0.18526126325
a46	0.118229802664	0.237252162196	0.292475308955	0.0925884272303	0.117238320282	0.142215941083
a33	0.114169495555	0.268324940732	0.367949916318	0.0914130447434	0.072431684094	0.085710910361
a8	0.159374571852	0.425972926911	0.259647225439	0.0611056219145	0.0442534003647	0.0496462541203
a31	0.223594300617	0.420920445637	0.165219043146	0.0702029869715	0.0585900071216	0.0614732087068
</S>	0.279925350309	0.358614807818	0.112009063573	0.0875985859858	0.0796687135608	0.0821834643534
