 	mi	sono	vestito	</S>
a39	0.01870449595	0.04241536475	0.2541297375	0.68475042
a11	0.0211548592833	0.0818785580833	0.208064604167	0.688901986667
a13	0.0356771707611	0.104275974694	0.344633441389	0.515413402222
a18	0.078796644587	0.081274016898	0.394029363796	0.445899950741
a31	0.256130654862	0.0994462722993	0.300406211265	0.34401683358
a37	0.277534931621	0.0942643507664	0.284869667088	0.343331041193
a15	0.115400677207	0.170008346922	0.316405979029	0.398184970398
a31	0.221442755736	0.244996382307	0.231569874343	0.301990966799
a46	0.320268055245	0.288296237436	0.172308242781	0.219127508933
a31	0.316176461748	0.275454159145	0.184914197594	0.223455236311
a20	0.461454880583	0.196534096382	0.159695352531	0.18231569877
a31	0.521836960194	0.173112935461	0.14705061751	0.157999482923
</S>	0.486105430097	0.158333537731	0.173076638755	0.182484371461
