 	che	non	li	aspettiamo	</S>
a20	0.49439871935	0.006279085115	0.0148288414	0.079718630532	0.4047747311
a8	0.52237010145	0.017045836705	0.0171235770667	0.0668898338653	0.3765706311
a7	0.309608978817	0.123173337235	0.0824531513556	0.0768180192884	0.407946510367
a35	0.460162792939	0.173554629078	0.103370419452	0.0498972574295	0.213014890122
a46	0.490000814313	0.174875369693	0.102433298817	0.0589353888098	0.173755083374
a31	0.284202341438	0.247539506564	0.198793212939	0.0934889396033	0.175975951125
a11	0.149806685479	0.253857075521	0.31722064098	0.117275429868	0.161840127042
a31	0.117703583493	0.233485388507	0.33877059366	0.142836996623	0.167203412347
a0	0.0908514794977	0.219358356169	0.366294124553	0.165111312208	0.158384685782
a31	0.0496689724992	0.202094238723	0.419895988184	0.185095790736	0.143244973594
a30	0.0713935218331	0.213430622908	0.349568429395	0.203241090245	0.162366314531
a0	0.127558803944	0.225853380969	0.259685019798	0.203074040082	0.183828738177
a31	0.148391037981	0.221906703656	0.226795819933	0.206084940027	0.196821486059
</S>	0.136522853991	0.223159786828	0.222392384966	0.212251275013	0.205673668029
