 	deve	che	entra	da	qui	</S>
a31	0.00652624177	0.0430071575	0.186592065	0.38940117	0.1975872235	0.17688614
a21	0.00260032633667	0.146579599167	0.146432658333	0.421531203333	0.103993038833	0.17886316
a31	0.00288864257889	0.396260143056	0.0838383027777	0.246124512778	0.0830562549443	0.187832156667
a20	0.00280154524963	0.362039852352	0.0467914442592	0.135738152593	0.132002401648	0.320626618889
a11	0.00160128890654	0.140163667451	0.0606111180864	0.105798306198	0.190487823883	0.501337806296
a31	0.00223530886885	0.083368967817	0.0730440300288	0.0637756897327	0.164384134628	0.613191902099
a37	0.00695934902295	0.0689963992723	0.102066160676	0.0455152479109	0.129052143209	0.647410714033
a31	0.056917042841	0.113701019757	0.129410690225	0.051496543637	0.128640359403	0.519834318011
a8	0.0940245476137	0.120376606586	0.136553100075	0.083547049879	0.167530939801	0.397967739337
a31	0.169283629205	0.0612338015287	0.142493210025	0.10583883996	0.192330493267	0.328820026446
a46	0.198659193068	0.0590773311762	0.144954766675	0.130503319987	0.197336371089	0.269469028815
a31	0.198215471023	0.0663237227254	0.155974695558	0.155269379996	0.195881840363	0.228334929605
</S>	0.252438195511	0.0606470978627	0.154593777779	0.145657274998	0.182307870181	0.204355834802
