 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.2908301815	0.256600465	0.08239726172	0.0649688553	0.01245847115	0.29274474
a31	0.1010865595	0.522046621667	0.0828665871733	0.06499093422	0.0120987502367	0.216910591
a8	0.0441298281667	0.769660773889	0.0305868979911	0.0217241898647	0.0041876453989	0.129710728
a31	0.0241039559222	0.572076217963	0.0125276933537	0.00727643809357	0.00223402583297	0.381781702667
a15	0.00997038274073	0.239697459321	0.00695590747457	0.00261811609852	0.00300869717766	0.737749467556
a13	0.00813139981358	0.11236182844	0.0170545338249	0.0155544346328	0.0161282073926	0.830769602519
a24	0.0250373399379	0.312659638147	0.0375832446083	0.0253551275443	0.0246692274642	0.57469543084
a31	0.0782573189793	0.615838192716	0.0387916028694	0.0142288898914	0.0156067115881	0.237277295947
a18	0.135178712993	0.687354210905	0.0310701256231	0.00801504034047	0.0143643069627	0.124017610982
a31	0.176541654331	0.701122026968	0.024167697541	0.00587613237482	0.0133437123209	0.078948797994
a20	0.213907391444	0.637197012323	0.021968746847	0.00632989705294	0.017631280107	0.102965700331
a11	0.276422697148	0.557680830774	0.026909002949	0.00694858135098	0.019476652169	0.112562233444
a8	0.293835105716	0.502716283591	0.110546846316	0.021347371117	0.015982083523	0.055572302148
a31	0.404834871905	0.347684421197	0.151960785439	0.036401657039	0.0198743845077	0.039243901716
a8	0.450126997302	0.211380947066	0.230068591813	0.050753879013	0.0215219395026	0.0361476472387
a31	0.469899315767	0.118128641022	0.257548743938	0.0708466680043	0.0342568565009	0.0493197624129
</S>	0.585171607883	0.074037628511	0.162981216969	0.0745248565022	0.0452015602504	0.0580831212064
