 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.0045410562	0.005663593545	0.014566425725	0.0598701455	0.08017759415	0.520025425	0.315155743
a33	0.00169180932513	0.00194829322967	0.004887611716	0.0437868571667	0.0433889874833	0.682877891667	0.221418539667
a31	0.000752779400177	0.000723825284557	0.00167371718433	0.194738652389	0.0399304058278	0.542812223889	0.219368413222
a41	0.000446559326726	0.000345499328186	0.000724776692777	0.509890750796	0.0412135786093	0.31943986263	0.127938989741
a18	0.000213627498909	0.000383413919395	0.000780061474259	0.702758603599	0.0626043562031	0.163755025543	0.0695049019137
a11	0.00041924196297	0.00139580487313	0.00223105072475	0.598007467866	0.111865998734	0.163195818514	0.122884587305
a17	0.00395554625432	0.0294649637577	0.0294513095749	0.344456199289	0.150206529578	0.189145719505	0.253319732435
a11	0.0362717609181	0.140906011253	0.111225603192	0.152640033763	0.126811223193	0.156018285168	0.276127077478
a31	0.132961220306	0.241041930418	0.145272762397	0.0755301905877	0.087412367731	0.114830920389	0.202950582493
a21	0.142040339435	0.198047403473	0.117958425466	0.0454059461959	0.109540682577	0.176154116796	0.210853100831
a31	0.170960329145	0.163348357824	0.0838428594887	0.026382844732	0.114104557526	0.202014165599	0.239346906944
a15	0.173397083115	0.135255729275	0.0933842674962	0.0360095369107	0.163329819175	0.183322431866	0.215301108981
a31	0.195344427772	0.137063719758	0.0983189624987	0.0374673623036	0.183910229725	0.173493257289	0.174402056327
a11	0.241827874257	0.230127219919	0.129817830833	0.0283737684345	0.123426076575	0.11976279243	0.126664472109
a31	0.264290346419	0.24573523664	0.150021444944	0.0319983678115	0.107800745525	0.09871946081	0.10143439937
a11	0.316434378806	0.26668871888	0.153069492981	0.0299308349372	0.078863245175	0.0764620836033	0.0785512284567
a46	0.248284472935	0.359853686293	0.195485400994	0.0314149109791	0.0589358770583	0.0528342102011	0.0531913974856
a31	0.272007644312	0.328491148764	0.159153646998	0.0437456406597	0.0667067143528	0.0645243524004	0.0653708471619
</S>	0.333012762156	0.248264484382	0.127891128499	0.0521986243299	0.0787009021764	0.0792313412002	0.080700793581
