 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.007039419224	0.025836113615	0.2368545975	0.1503916004	0.01444825685	0.0502936955	0.1775034105	0.060504647	0.27712824
a20	0.00373697809067	0.033311435615	0.2842560475	0.0892924937333	0.01719500545	0.0572101101667	0.175880786167	0.0455185004667	0.293598603333
a31	0.00358741939689	0.0372705200717	0.327438059167	0.0904129179111	0.08081244565	0.0833518600556	0.101621652722	0.0350790782889	0.240426034444
a8	0.00216883957663	0.0139193349119	0.142965882189	0.059088521637	0.124566239883	0.136175283352	0.236250142241	0.0549997360963	0.229866034815
a20	0.00125167846988	0.00483757275863	0.0519244315297	0.0346026895457	0.104002062961	0.134087501117	0.33038307408	0.154815968699	0.184095021605
a31	0.00233712292329	0.00183364901621	0.0321931988432	0.117823523182	0.113514965987	0.104132687039	0.246492648027	0.205172126233	0.176500070535
a24	0.0023303441411	0.00067806591407	0.0252488241477	0.166528461061	0.129492255329	0.0897142923463	0.233633072676	0.190271545411	0.162103126845
a46	0.0009284870117	0.000273937574357	0.0104591529659	0.089168676187	0.111178858443	0.114952184115	0.328437907559	0.199329151804	0.145271635615
a10	0.00160203016857	0.000896333549119	0.036680161372	0.108244631229	0.0895920508143	0.121429794705	0.32836469252	0.188055513935	0.125134771872
a8	0.00183656350719	0.00109415262204	0.045677070124	0.121216793743	0.0828847616048	0.105232812902	0.228173644173	0.299042271312	0.114841893957
a31	0.0130648673534	0.0315021096463	0.050790899708	0.0811051112477	0.0562135232016	0.0860967623007	0.208873674724	0.353927433771	0.118425621319
a46	0.0169247162178	0.0417455712121	0.0568268695693	0.0936502837492	0.0563513970672	0.0769318807669	0.188159421575	0.347129797924	0.122280103773
a3	0.00794892440593	0.035810296734	0.0726807695231	0.11698941125	0.0799304256891	0.130477356922	0.138712310525	0.297018489308	0.120432054591
a18	0.00730127253531	0.0665933772447	0.106083591174	0.122566385083	0.081807886563	0.187864332307	0.152372946842	0.173097386436	0.102312834864
a31	0.0212977326784	0.164404089082	0.0811937763913	0.0831764430277	0.055949374521	0.157015880769	0.174311982281	0.154112372145	0.108538348288
a10	0.0243831022261	0.167977356694	0.0742899667971	0.0855912776759	0.0654910791737	0.163970986923	0.166416964094	0.147710770715	0.104168502763
a20	0.020274613742	0.0750592225647	0.103735678932	0.135116975892	0.102195636391	0.210443998974	0.142901831365	0.120365893572	0.089906130921
a35	0.027221257914	0.0484905261882	0.127322466311	0.196378058631	0.13191205213	0.185198649658	0.115182625122	0.093752066524	0.0745422786403
a8	0.0425683943047	0.0655480890627	0.16420616877	0.221306502877	0.15151966071	0.155887026553	0.0815920340407	0.063352827508	0.0540193152134
a31	0.0598774514349	0.228274894688	0.14018651859	0.141381824292	0.104386224237	0.120523216851	0.0791815306802	0.064824535836	0.0613638144045
a24	0.0544803458116	0.307348764896	0.142932301863	0.124312641431	0.076169497079	0.0913245102837	0.0747671228934	0.065190119612	0.0634746894682
a8	0.0592559206039	0.181536202632	0.213494640621	0.201494850477	0.112170990693	0.0930725267612	0.0539816219645	0.0433894108707	0.0416038418227
a0	0.074268306868	0.203087301877	0.217412106874	0.199288223492	0.107149910898	0.0836730755871	0.0453242773215	0.0356383396236	0.0341584629409
a31	0.0906458576227	0.345150790626	0.149070636291	0.116138411164	0.0625154812993	0.0709477551957	0.0594950391072	0.0533428792079	0.0526931393136
a18	0.0924850145409	0.356205790209	0.142158136097	0.106453183721	0.0540518874331	0.0681485117319	0.0637318853691	0.0586201764026	0.0581454154379
a31	0.13530240818	0.342469833403	0.142831155366	0.104973842574	0.0525790354777	0.0626295929106	0.056351054123	0.0520817421342	0.050781342146
a17	0.138775350393	0.252884491134	0.139585028455	0.169591412191	0.0805734481592	0.0677449086369	0.0536099313743	0.0494363540447	0.0477990580487
a8	0.118719554464	0.156389523711	0.203957599485	0.250194314064	0.110343204386	0.064849804879	0.0360362567914	0.0303009526816	0.0292087730162
a31	0.193190134821	0.257025257904	0.167788214828	0.162322182355	0.0765045481287	0.0516481799597	0.0333982352638	0.0292766532272	0.0288466040054
</S>	0.236495737411	0.339933493952	0.113411919914	0.0980489776775	0.0527021265643	0.0473404724799	0.0390554676319	0.0366174481136	0.0363943770027
