 	non	ho	cosa	a	fare	</S>
a8	0.18863129219	0.2419463048	0.27517695	0.210298062	0.0409826225	0.0429647725
a31	0.06307775451	0.0869659264667	0.496240616667	0.250210220667	0.0505111288333	0.0529943175
a37	0.0213484794567	0.0413074358222	0.460724263556	0.138716717556	0.134720049611	0.203183025833
a10	0.0121712561189	0.0577661356074	0.288190145852	0.0761018765187	0.210706246537	0.355064331944
a37	0.014477690373	0.0779622868691	0.327462401951	0.0613853265062	0.180888642179	0.337823650648
a10	0.012578806891	0.0752733322897	0.445662727317	0.0527517921687	0.14309097406	0.270642383549
a0	0.00669072883033	0.0700939260966	0.500247335772	0.0875747963896	0.12604620802	0.209347021183
a20	0.0113628437101	0.155950244032	0.403322348591	0.154989445463	0.11402205134	0.160353100394
a17	0.0215635649034	0.268879348011	0.306653876197	0.213613861821	0.08724725578	0.102042150131
a20	0.0525548819678	0.29629798267	0.235317228732	0.254444707274	0.0858844085933	0.0755008367103
a8	0.112273973989	0.338896044223	0.187379582911	0.217675879091	0.0781820818644	0.0655924572368
</S>	0.143699296995	0.372159247112	0.188101596456	0.172199089546	0.0636400094322	0.0602007661184
