 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.075476614197	0.088460454235	0.109138852	0.363145805	0.0690343175	0.118296591	0.17644734
a31	0.025329388907	0.0351260265683	0.128276680667	0.510428535	0.116303410833	0.079623871	0.104912035667
a6	0.008630533079	0.0174183257894	0.108226488889	0.442728265	0.114806735278	0.211949033667	0.096240540889
a31	0.00290522561	0.00592023406647	0.0425629702963	0.384158075	0.0681155467593	0.366268301222	0.130069600296
a37	0.00105054367033	0.00215109169216	0.0214074487654	0.385168725	0.0923466555864	0.352904387074	0.144971113432
a31	0.000502693733443	0.000998501897387	0.0213561482551	0.431539648333	0.115650656529	0.294432222358	0.135520111144
a17	0.000271690117814	0.000522895359129	0.018027977885	0.419585542778	0.0853208201763	0.257054564119	0.219216530381
a31	0.00120804801927	0.00218931964638	0.0948373624283	0.367591347593	0.0775281420588	0.218492454706	0.23815334546
a17	0.00167157756309	0.00290907031546	0.140010167476	0.308607005864	0.0790518846863	0.263044618235	0.20470569382
a31	0.0101815827444	0.0309258055385	0.274457292492	0.188695359955	0.0562007895621	0.240079052745	0.19946012294
a8	0.0130748886481	0.0404855601795	0.324672840831	0.116035649985	0.0417927425207	0.226746887582	0.237191429313
a31	0.0187722229494	0.0398250150598	0.209878796944	0.0825502403283	0.0402996375069	0.220678109194	0.387995973104
a28	0.0206239967831	0.0395711467533	0.156713491648	0.0509280151094	0.0381032885023	0.199385966398	0.494674091035
a0	0.0111903777277	0.0203895826511	0.126415123216	0.0465358217031	0.0376190621674	0.280795325466	0.477054707012
a41	0.0171797842426	0.0459756195504	0.186606964405	0.0370547922344	0.0411073473891	0.238352698489	0.433722782337
a39	0.0252187020809	0.0638902655168	0.185619734802	0.0261646960781	0.052925492463	0.156281386163	0.489899730779
a31	0.030541402027	0.0638538241723	0.115421208267	0.022943798026	0.061290704821	0.139537772054	0.56641132026
a39	0.0291849696757	0.0575974987241	0.087539466089	0.027109933342	0.0798164522737	0.166507434018	0.55224427342
a31	0.0351160695586	0.0943309902414	0.0782223266963	0.027545716114	0.0867005107579	0.196567788006	0.481516624473
a18	0.0403246001862	0.127361766747	0.0914495302321	0.0304799763713	0.082547223586	0.210666199335	0.417170734824
a31	0.0505871703954	0.159822052249	0.0924618020774	0.0308806924571	0.0870364345287	0.221800073112	0.357411791608
a18	0.0685929267985	0.196690987416	0.0981953893591	0.0360760711524	0.0910684581762	0.207827204371	0.301548957203
a31	0.0920544155995	0.242713682472	0.098001155453	0.0381277340508	0.0963782160587	0.18903706479	0.243687739068
a39	0.103784179867	0.247428344157	0.116710694151	0.0545573440169	0.0960080620196	0.171016768263	0.210494626356
a41	0.160630147956	0.284383084719	0.124741448384	0.0574591451723	0.0833258306732	0.133170506088	0.156289872119
a8	0.190528301319	0.42230203824	0.109016079795	0.0326213688908	0.0583444178911	0.0867215943627	0.100466237373
a31	0.151827205773	0.41680709608	0.101132370265	0.0293197422969	0.069746605297	0.105916497121	0.125250529124
a46	0.150306285258	0.394060892027	0.120740333755	0.0294157947656	0.070081822099	0.107656578374	0.127738308375
a8	0.181784221753	0.454352887342	0.163928384585	0.0268239289219	0.0459853773663	0.0596577831247	0.0674674114583
</S>	0.211774785877	0.485457463671	0.146682342292	0.022868983461	0.0374277256831	0.0455930030624	0.0501957207292
