 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.006602005	0.0387406295	0.05470030405	0.08588025075	0.0501860167	0.49403924	0.269851595
a24	0.00272739442	0.0165383383	0.0189387385	0.0303994589833	0.0175923972	0.72261858	0.191185121667
a31	0.00112608934667	0.00647063863333	0.006609551408	0.0115635389944	0.00647216196667	0.80564218	0.162115847222
a0	0.000465901336557	0.00225510810644	0.002285237194	0.00927962143147	0.0138532530556	0.71196968	0.259891212407
a31	0.000579109746519	0.00133721083081	0.00190839676467	0.0150574094772	0.0260573030185	0.472711833333	0.482348714136
a17	0.00070672843884	0.00128581120027	0.00208309292156	0.0327795314924	0.105538819673	0.279234047778	0.578371938045
a13	0.00916943813628	0.0305555813568	0.0298236132072	0.0993013771641	0.188614009891	0.163944205926	0.478591759348
a31	0.0326441803788	0.0893429004523	0.0984857577357	0.112179195721	0.158007639964	0.109868863642	0.399471466449
a20	0.0352748301263	0.0892733334841	0.140804192579	0.125862018574	0.182285039988	0.105751157547	0.320749418816
a31	0.0495335497088	0.123975641161	0.14737789086	0.127088559858	0.198961961329	0.112285553849	0.240776822939
a23	0.0546325259029	0.136174334387	0.148496876953	0.202297706953	0.17884439511	0.0997409759497	0.179813174313
a8	0.0387122026343	0.139762922129	0.230027308984	0.275253132318	0.158124595037	0.0637205633166	0.094399284771
a20	0.0605899692114	0.243772054043	0.306090999661	0.160053735106	0.103130861679	0.0536452924389	0.072717118257
a31	0.102095901404	0.271355941348	0.24121884322	0.0804013850353	0.108642533893	0.0851670021463	0.111118442752
</S>	0.127134545702	0.250365735674	0.18536495161	0.0626454360177	0.124962716946	0.109604671073	0.139922011376
