 	che	consuma	poco	benzina	</S>
a31	0.00283150059	0.00939213325	0.558132705	0.24850798	0.181135701
a41	0.00189871325667	0.14093987725	0.639813475	0.15249114	0.0648567783
a31	0.00676579608556	0.36390118575	0.468029998333	0.126294133333	0.0350088387333
a28	0.00772442148185	0.316395877583	0.271330222111	0.084977486111	0.319571951578
a24	0.00592475828062	0.234126508194	0.14849773337	0.0486451323703	0.562805863859
a31	0.0148648314269	0.284347576065	0.16326116779	0.0772855694568	0.460240881286
a11	0.0267524864756	0.266268188688	0.15675838393	0.166781306486	0.383439673762
a31	0.127005125492	0.201757816229	0.115607502643	0.230585088829	0.325044504587
a46	0.179495809831	0.154018222076	0.098307800881	0.26705207961	0.301126084862
a31	0.13769118461	0.142185117359	0.0856275022937	0.30909520987	0.325400974954
</S>	0.139039442305	0.127763843679	0.0780325041469	0.325164304935	0.329999922477
