 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a31	0.00086994573127	0.0144924313649	0.0023789886	0.0013859678219	0.004736911375	0.00165863323	0.01164008728	0.0071512987	0.0038880778	0.0021919385	0.0164500915	0.005797723065	0.0165871238	0.0939294004	0.52225408	0.053158416	0.0667416005	0.07423942525	0.0141091157675	0.042073326946	0.044265505585
a17	0.00029022813827	0.00483150133057	0.000806671427667	0.000465077843	0.005206898375	0.00284984517667	0.0147140024267	0.0329357795667	0.00500521583333	0.00304245696667	0.0173464599333	0.020339578355	0.0724423679333	0.0902461170667	0.526365573333	0.0598756253333	0.0567780555	0.0259499097167	0.00561424470083	0.0170504011127	0.0378440872517
a31	0.000114484683757	0.00161105508599	0.000289278788889	0.000168668965433	0.006227578125	0.00713293749222	0.0191548624756	0.0671287698556	0.0128967678444	0.00673670112222	0.0288064340778	0.0671407861183	0.110371432644	0.136001542356	0.368050394444	0.0461218521111	0.0571487048333	0.0120341079722	0.00437138783361	0.00939595140423	0.0390963702506
a17	5.61232621857e-05	0.000538294663463	0.000126300897296	0.000226583045144	0.009559313375	0.0530436048307	0.0491306134919	0.0761687846185	0.0349290439481	0.0102056847074	0.0417764326926	0.0911936287061	0.103392709548	0.128111647452	0.293301321481	0.0233434753704	0.0330132516111	0.0102361802574	0.0114450786112	0.00553988766808	0.0246620725835
a31	4.67034476619e-05	0.000181238282588	7.05862187653e-05	0.000254498381715	0.0160715117917	0.0727675809436	0.0589212978306	0.17355044954	0.0539598379827	0.0144157435691	0.0292282977309	0.067412834902	0.0785904231827	0.123205902484	0.218915503827	0.0125623857901	0.020343776337	0.00886564121913	0.0271788842037	0.00415203368936	0.0193048838612
a34	7.70951992206e-05	6.12377642627e-05	4.10796332551e-05	0.000119120343238	0.0177087259306	0.0418910763145	0.0422882446102	0.35811726318	0.0581472676609	0.0279094871897	0.017827652077	0.0433123169673	0.0397710497276	0.108707102161	0.162471537942	0.00745416866337	0.0106412051457	0.00905627087304	0.0405862454012	0.00257828442979	0.0112335856204
a1	6.15831256402e-05	2.13401473542e-05	4.94738357517e-05	0.00133172899041	0.0192219086435	0.0949181021048	0.0531674502034	0.327851994393	0.0953422375536	0.0415911053966	0.0215356866923	0.0279797776558	0.0273759752425	0.083164675387	0.127281409314	0.00511980735446	0.00769270304857	0.011209232291	0.0409166144671	0.00317426010993	0.0109929222068
a35	0.00017960641778	8.9629595514e-06	7.65058035839e-05	0.0027866377968	0.0257493075478	0.123298588035	0.0992146200678	0.187225724798	0.115609552518	0.0566036031322	0.0341329875641	0.0500374045519	0.0231356737475	0.069721975129	0.136210046438	0.00420570818482	0.00643701244952	0.011662610097	0.0368356048224	0.00396816666998	0.0128996370689
a31	0.000395920492593	0.00011314279765	0.000284348124528	0.00260785379893	0.0432725481826	0.068739897345	0.159439826689	0.115657162266	0.0794809641727	0.0977934877107	0.0548765305214	0.0809821748506	0.0171052595825	0.0512048783763	0.110270346146	0.0158833077283	0.0271521668165	0.014984411699	0.0395056376075	0.00762464495666	0.0126254306896
a20	0.000659509307531	0.000178675345883	0.000513580841509	0.00404583869964	0.0587231093942	0.044008599115	0.153895447563	0.057747381422	0.0538655037242	0.10384342357	0.0552437275071	0.0755621349502	0.0126280875275	0.0438326894588	0.101465149382	0.0405648059094	0.0604702222722	0.0348134315663	0.0688913205358	0.0160447073189	0.0130026122299
a17	0.00061340837251	0.000122298683628	0.00038496184717	0.00451068989988	0.0463370087981	0.0304193743717	0.120332497854	0.032881793274	0.0329473765747	0.0554162498567	0.0325558128357	0.105025318317	0.0127508515092	0.0376352098196	0.119165363127	0.0709095266365	0.0935528307574	0.0671560071888	0.0784257968453	0.0421533674396	0.01670421541
