 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.0194382831025	0.130367846435	0.072775448	0.26165964	0.33431614	0.122167902	0.0152608085	0.04401390055
a24	0.00665266103583	0.059436696435	0.193250368	0.202808476667	0.314887946667	0.127461704	0.0450295385	0.05047259055
a31	0.00319849267861	0.099528572145	0.253818357333	0.138462468889	0.194141298889	0.0970648513333	0.0671134265	0.146672521517
a17	0.0032211641262	0.102565664715	0.121954707111	0.10755329963	0.16646264963	0.124402337111	0.127739494167	0.246100697172
a31	0.00323897870873	0.066306038905	0.0715505133703	0.124257309877	0.15016296321	0.116477559037	0.187849758056	0.280156912391
a37	0.00334123813624	0.055954202635	0.0671980854568	0.140461733292	0.17004154107	0.0773258653457	0.181561996019	0.30411535413
a10	0.00540869944541	0.0296062982117	0.0771186718189	0.141694864431	0.20709365369	0.0684253141152	0.180600282006	0.290052238043
a31	0.0162638754818	0.0328828804039	0.112464777273	0.157175631477	0.187101874563	0.0662210170384	0.195378104002	0.232511852681
a20	0.0226450888273	0.037907802468	0.121158052424	0.119258690492	0.124819954854	0.0751575526795	0.242349204667	0.256703654227
a33	0.0195899019424	0.0281341244893	0.119387647475	0.0945664234973	0.132780578285	0.0896282422265	0.202618288889	0.313294781409
a20	0.0181529863141	0.0225780531631	0.115177380825	0.0827287128324	0.138967749428	0.128078700742	0.19313882363	0.301177557136
a31	0.015810352438	0.016543570721	0.0742388919417	0.0502128692775	0.100854416476	0.176289756914	0.29134709121	0.274703035712
a5	0.0181033614793	0.016765479907	0.0692176006472	0.0495240314258	0.0990782021587	0.190052845638	0.30910823707	0.248150258571
a17	0.0518323311598	0.0650692503023	0.0956134502157	0.0746649188086	0.114396637386	0.173841823213	0.23299137569	0.191590249524
a11	0.110482000387	0.135559050101	0.126338613405	0.0900158096029	0.111123604129	0.133808937071	0.153304413563	0.139367619841
a10	0.158859636796	0.166255400034	0.140161567802	0.083237583201	0.0988372597097	0.114119160357	0.121932854521	0.116596556614
a31	0.152548813932	0.128301053345	0.136787292601	0.091005731067	0.108896773237	0.124805246786	0.130309193174	0.127345885538
a24	0.153490606311	0.157093071115	0.1235429392	0.0932309670223	0.107737965746	0.119905045595	0.123576107725	0.121423298513
a46	0.255654572104	0.253777470372	0.0962258980667	0.0722249870074	0.0772554899153	0.0814467485317	0.082130438575	0.0812844028377
a20	0.338797050701	0.258265800124	0.0785811193556	0.0624414923358	0.0643474499718	0.0659729661772	0.065918687525	0.0656754276126
a31	0.280194080234	0.188409300041	0.0942321464519	0.0836014927786	0.0866817766573	0.0888322453924	0.0891401045083	0.0889088125375
a20	0.216428816745	0.184100610014	0.105644998817	0.0945858342595	0.0981077842191	0.100314598464	0.100593851503	0.100223447513
a31	0.210571885582	0.188617721671	0.106425162939	0.0955127247532	0.0985056084064	0.100224189488	0.100340887168	0.0998017975043
</S>	0.201557682791	0.147350378335	0.11096777647	0.103933777377	0.107468861703	0.109537644744	0.109892448584	0.109291436252
