 	ho	cosa	a	fare	</S>
a23	0.0820487208	0.37187321	0.31299038	0.1442216275	0.08886604
a17	0.0283087217	0.241631166667	0.474836096667	0.182433049167	0.072790942
a31	0.0170273581333	0.311904625556	0.426715122222	0.147003616389	0.097349266
a8	0.0182419827111	0.289163596852	0.293893790741	0.157702605463	0.240998062
a31	0.017750023237	0.149701472284	0.168043600247	0.154783013154	0.509721957333
a13	0.017872209079	0.0884334157613	0.117766056749	0.136892569051	0.639035799111
a24	0.0284908320263	0.164992365254	0.124385618916	0.172977853017	0.50915335637
a31	0.0623753793421	0.354763471751	0.112130094305	0.160640084339	0.310090985457
a13	0.0615403124474	0.42851196725	0.208774696102	0.130520558113	0.170652501819
a31	0.0705718581491	0.348026232417	0.277392875367	0.152860902704	0.151148157273
a18	0.0821610387164	0.375109227472	0.269442358456	0.140397854235	0.132889524758
a0	0.147397862239	0.441049682491	0.244992019485	0.0899491214117	0.076611310586
a39	0.319654780746	0.379383367497	0.170306116495	0.0724580804706	0.058197611862
</S>	0.405795510373	0.325924383749	0.144917383248	0.0698069702353	0.053555683431
