 	ha	che	sono	usciti	</S>
a31	0.04315759895	0.117087965	0.81092247	0.009948889	0.01888309156
a13	0.204141755617	0.143335311667	0.621919806667	0.0228835606667	0.00771957202667
a8	0.346808948539	0.159631421556	0.240699808222	0.0394193305556	0.213440487809
a24	0.231712189513	0.109964161519	0.123227950407	0.0311747608519	0.50392092927
a31	0.116866125504	0.0893030705063	0.0873636841357	0.0204038976173	0.68606319309
a0	0.079279444168	0.0540954168354	0.0496774603786	0.0161045885391	0.800843067697
a31	0.148045501389	0.0894829822785	0.0513631584595	0.0942980061797	0.616810369232
a8	0.308507823796	0.151345534093	0.0773196628198	0.141790215393	0.321036806411
a23	0.395696061265	0.179216981364	0.11650035594	0.104735028464	0.203851638804
a8	0.378489540422	0.195753330455	0.14900974198	0.0981260728213	0.178621336268
a23	0.380247966807	0.202959590152	0.161180817327	0.0868115142738	0.168800122089
</S>	0.392822648404	0.204824265076	0.162219208663	0.0769536621369	0.163180261045
