 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.00562864326	0.0586202097	0.39858955	0.2746180875	0.0526895905	0.00457390255	0.000370579958	0.000476924095	0.0033506329	0.201081871
a28	0.00188771767641	0.019842834839	0.27051948	0.344985269167	0.1530845235	0.00633640635	0.000780111252667	0.000349635925	0.0036767576	0.198537271
a31	0.00063624248588	0.006654217932	0.10313343	0.262099719722	0.339200301167	0.00412582405667	0.000707573790889	0.000187736462933	0.00174442311333	0.281510567
a17	0.000220496326127	0.00225514523647	0.043644888	0.410945036574	0.314751587056	0.00147307318556	0.00025855249863	6.46296405777e-05	0.00067039102111	0.225716181
a31	9.67261005423e-05	0.000756258983623	0.0191074066667	0.485190192191	0.303219989019	0.00086457048852	0.00017333295121	2.86725978592e-05	0.00043176019037	0.190131045667
a20	0.000150884685181	0.000298813433541	0.0420332635556	0.439144897397	0.30358408734	0.00067793741284	0.00016571408707	2.80357539531e-05	0.000352639448123	0.213563711889
a31	0.00071741417506	0.00018636941118	0.0734028065185	0.581427869132	0.16642070678	0.000673527920947	0.000175749929023	6.09686333177e-05	0.000559090520708	0.176375517296
a20	0.000962060168353	0.000382602590393	0.192059172173	0.581535219711	0.109369798927	0.000662744610316	0.000155758911341	7.84446444392e-05	0.000619931060236	0.114174293765
a35	0.00236232019945	0.0219805399968	0.380363557391	0.41367853657	0.0594977139757	0.000286344823439	6.64657287803e-05	6.45408904797e-05	0.000295204393412	0.121404759255
a36	0.00352282333315	0.0715803899989	0.472834185797	0.27442212219	0.0489740433252	0.000187136897813	3.41359819268e-05	6.61234191599e-05	0.000252289384471	0.128126714418
a31	0.014932340711	0.086602781333	0.416685421932	0.245981697397	0.0723220454417	0.0086742373726	0.000279543956309	0.0252852927597	0.00292704276149	0.126309559473
a20	0.018446146837	0.0595658744443	0.374805507311	0.276471439132	0.101254615147	0.0116949728242	0.000361432243103	0.0338176867599	0.00389696665383	0.119685299824
a17	0.0119904052123	0.102551840815	0.44636607577	0.247469561711	0.074762159049	0.0043445140414	0.000127397616868	0.01165225556	0.00179169540794	0.0989440432747
a28	0.0262977614041	0.177582473605	0.40035871859	0.161141080904	0.0492686260163	0.0100502654138	0.00114094838379	0.04592756932	0.0114909575926	0.116741597758
a31	0.056972581468	0.162418169535	0.22579930553	0.103014581635	0.0441329730054	0.0261854194713	0.0063546066946	0.190037873107	0.0260047448642	0.159079779253
a24	0.0644251704893	0.168743131512	0.185692257843	0.0779208702117	0.0402693330018	0.0315756654904	0.00874741656487	0.227605252702	0.0294150549547	0.165605876418
a31	0.0969414501631	0.196231333837	0.171427520614	0.0656904554039	0.0354006363339	0.0348079074968	0.00947785185496	0.209976795901	0.0270586536516	0.152987395473
a15	0.108305726721	0.164283799612	0.232676268205	0.0870713971346	0.0419592474446	0.0345612391656	0.00968167438499	0.1770866143	0.0187043025505	0.125669716158
a31	0.191555055574	0.173224121537	0.253858720068	0.0912151997115	0.0412452311482	0.0340832800552	0.010953050895	0.0948994037667	0.0230142635168	0.0859516697193
a46	0.272327561858	0.209408557179	0.198444540689	0.0758075672372	0.0362366033827	0.0342145330184	0.013462465965	0.0682801269222	0.0252072092723	0.0666108795731
a41	0.332228767286	0.233130255726	0.17910210523	0.0704971599124	0.0342579116276	0.0284300420061	0.013939414655	0.0411961033074	0.0233055705241	0.0439127095244
</S>	0.426605368643	0.249343207863	0.107217370115	0.0390937012062	0.0202827700638	0.0286760160031	0.0154560153275	0.0405900546537	0.030512866262	0.0422226347622
