 	è	che	stanno	ancora	alzati	</S>
a20	0.0266103905588	0.0230865334601	0.01078604464	0.056560705	0.0912955915	0.79166072
a31	0.0088781238515	0.00774533047679	0.00439421907333	0.0756931883333	0.346097657167	0.557191456667
a20	0.00314680884317	0.00284442910893	0.00269580309111	0.0696602287778	0.567097769056	0.354554958889
a31	0.00124139151006	0.00116943000931	0.0014594501287	0.0385416045926	0.623881339685	0.333706796296
a20	0.000504681575687	0.00055715527277	0.000952734774567	0.0267372161975	0.462747346562	0.508500862099
a28	0.00282099696856	0.00348127198759	0.0142679688582	0.0835187477325	0.173879542521	0.7220314507
a31	0.0330797459895	0.0779907396625	0.130391886286	0.122478777244	0.0690223598403	0.567036493567
a29	0.0444622899965	0.114547341221	0.188669422095	0.105702870415	0.0336079499468	0.513010121189
a46	0.0221839643322	0.0702543327403	0.135726330698	0.101696713472	0.0177076649823	0.65243097373
a31	0.0341477624441	0.0882731419134	0.106743184899	0.0705660494907	0.0155340733274	0.684735781243
a20	0.0429504758147	0.114515950638	0.0998589962997	0.0539792148302	0.0138689884425	0.674826383748
a31	0.0568250922716	0.138009196879	0.0945769154332	0.0476104606101	0.0107830044808	0.652195327916
a39	0.0658415794239	0.171910135626	0.190450088478	0.07857995587	0.0082370472936	0.484981175972
a20	0.0846030084746	0.265122191875	0.290973389493	0.0888532536233	0.00449744719787	0.265950698657
a8	0.106226346158	0.296668057292	0.358391909831	0.0638456195411	0.00365196523262	0.171216062886
a20	0.123140642053	0.328547229097	0.349066719944	0.0555755021804	0.00360970417754	0.140060174295
a24	0.175695377351	0.444034513032	0.238081479981	0.0311254087268	0.00291922479251	0.108143988098
a46	0.257925845784	0.456208207677	0.199939043327	0.0234296959089	0.0019083709975	0.0605888116993
a8	0.329668845261	0.385371292559	0.219859787776	0.026437449303	0.0014809672325	0.0371816392331
a23	0.33576744842	0.298947860853	0.291088165925	0.040535582101	0.00152312224417	0.0321378177444
a8	0.326998442807	0.252073386951	0.333481678642	0.0531084110337	0.00189416474806	0.0324439215815
</S>	0.326272621403	0.239881048476	0.342974309321	0.0556768675168	0.00209545862403	0.0330997067907
