 	che	vende	buon	pane	</S>
a17	0.1173452775	0.073073201	0.057945581	0.11775334	0.63388255
a31	0.0631409951667	0.0775216483333	0.0571105604	0.0766482283333	0.72557855
a11	0.0433347530556	0.0535375227778	0.0206432586667	0.112107934444	0.77037655
a39	0.0216179367185	0.0299488369259	0.0276500266889	0.221783464815	0.69899975
a35	0.0088569877395	0.0182125823086	0.0547424408963	0.265040588272	0.653147416667
a39	0.0185231510465	0.0736691021029	0.106487166965	0.249785789424	0.551534805556
a31	0.219312678682	0.155929164034	0.117305032988	0.176885298808	0.330567826519
a24	0.295548916227	0.164317424678	0.0881158583293	0.157211858603	0.29480594684
a18	0.147375868742	0.158344068226	0.114555062776	0.210692746201	0.36903226228
a31	0.149894469581	0.132759352742	0.192261554259	0.213345442067	0.311739174093
a13	0.146159316527	0.143441990914	0.19594821142	0.221740337356	0.292710154698
a31	0.127077692176	0.152532370305	0.16705493714	0.246343972452	0.306991051566
a46	0.173320770725	0.247686386768	0.136745688047	0.204038360817	0.238208823855
a8	0.276081753575	0.403571038923	0.072444600349	0.116311986939	0.131590641285
</S>	0.355657611787	0.426328984462	0.0572042431745	0.0765516084695	0.0842575456425
