 	è	che	stanno	ancora	svegli	</S>
a31	0.0414086499605	0.264786921949	0.04388058303	0.02717286515	0.43718281	0.18556816
a11	0.0138032510337	0.0882667251233	0.0148644613567	0.01049775595	0.502001393333	0.370566403333
a7	0.00464620189772	0.0305173412824	0.0190278254456	0.02403665345	0.493741704444	0.428030244444
a24	0.00218864961257	0.0124017244608	0.0405058164819	0.0490948298167	0.551907561481	0.343901394815
a31	0.00254090657086	0.00816584612027	0.0439668028273	0.0523866542722	0.549209113827	0.343730708272
a20	0.00214983711695	0.00573471466676	0.0446574882758	0.0544767924241	0.466161997942	0.426819212757
a31	0.0198981507657	0.0624979771823	0.0597012120919	0.053817480808	0.292918142647	0.511167034252
a46	0.0258393342019	0.0815003942941	0.0682573766973	0.0790713036027	0.251841564216	0.493489991417
a41	0.0318758036806	0.082108789998	0.0683230202324	0.0946004202009	0.207677711405	0.515414230472
a31	0.0644752232269	0.0963416399993	0.0558421767441	0.079656617067	0.159788713802	0.543895633491
a33	0.0531152421756	0.0582538499998	0.190154278915	0.102529113689	0.160601197934	0.435346334497
a31	0.0760726698252	0.0801837266666	0.246813782972	0.128843164563	0.161632439311	0.306454211499
a0	0.0890443209417	0.126613498889	0.260537194324	0.131622708188	0.150549166437	0.241633087166
a31	0.113078647981	0.158919456296	0.275896111441	0.132688339396	0.138116558812	0.181300895722
a20	0.16193939266	0.260976898765	0.202577433814	0.113959069799	0.117660722937	0.142886515241
a28	0.217736017553	0.364015626255	0.168222024605	0.080489167933	0.0793463076457	0.0901908534137
a11	0.264133352518	0.389233835418	0.112686791535	0.075657627311	0.0757186225486	0.0825697728046
</S>	0.244404166259	0.394403642709	0.105910225768	0.0825567286555	0.0832386712743	0.0894865964023
