 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.000399447056	0.275314989735	0.10404785	0.031601362	0.0535481555	0.4803294525	0.0547587625
a39	0.000150958617	0.0918324553188	0.0629386864	0.0159739693333	0.0544806901667	0.7142877975	0.0603354478333
a31	0.00051923372	0.0306473557834	0.0260067988667	0.00808171437777	0.0536017023889	0.785054445833	0.0960887646111
a0	0.000652684556667	0.0104442570878	0.0354801999556	0.0949248630593	0.106949059796	0.647233255278	0.104315701537
a31	0.000805178302222	0.00398968682927	0.103314213319	0.14455463102	0.147984881932	0.481573741759	0.117777670512
a13	0.000919736424074	0.00258690787642	0.179458721106	0.20336841034	0.118043439311	0.35736950592	0.138253286837
a31	0.00302693826469	0.0223420204921	0.305160450369	0.238382658113	0.0955486317703	0.170398753973	0.165140538946
a37	0.0044295637549	0.045374308164	0.36556449679	0.179201644038	0.0667084492568	0.0960044756577	0.242717066315
a31	0.0112451009183	0.0706899840547	0.226468827597	0.131446271013	0.0599105364189	0.0837322562192	0.416507042105
a11	0.0132052123061	0.0684062046849	0.113170927866	0.0879121450043	0.0617952671396	0.0916169220731	0.563893334035
a39	0.00984296510203	0.0627994915616	0.099335717622	0.0835193216681	0.0689504153799	0.0984722620244	0.577079818012
a0	0.031479960034	0.133525753854	0.107301227541	0.0679770608894	0.0776323697933	0.110991445341	0.471092159337
a41	0.0718924300113	0.196095667951	0.084518588847	0.0525757629631	0.0823335465978	0.117123258447	0.395460743112
a0	0.121542223337	0.19643439265	0.0507089426157	0.0432019176544	0.0976775021993	0.138645276149	0.351789737704
a20	0.156936061112	0.19011915755	0.0485264398719	0.0468058765515	0.117138250733	0.157151708716	0.283322502568
a31	0.135066687037	0.17847733585	0.049821231624	0.0464334301838	0.121306353578	0.162193772905	0.306701190856
a30	0.133751909012	0.186164745283	0.0662848498747	0.0577068133946	0.122037519193	0.154969917635	0.279084226952
a41	0.201549489671	0.218886215094	0.0858632332916	0.0725385744649	0.113110282731	0.128848242545	0.179203932317
a31	0.245441343224	0.206212475031	0.0866888710972	0.0754453348216	0.111891222577	0.122855527515	0.151465204106
</S>	0.249153461612	0.183931892515	0.0852235655486	0.0757472124108	0.118168721289	0.129999933757	0.157775202053
