 	l'	ho	sentito	che	viene	</S>
a34	0.065590272255	0.10944945975	0.3929204	0.41965651	0.00730110951	0.005082202563
a46	0.208931345588	0.116699306417	0.290191575333	0.371880626667	0.00371331127667	0.00858379089633
a41	0.299735411863	0.136986210472	0.124121767111	0.169498135889	0.249310498692	0.0203479132988
a19	0.272722790621	0.228699725157	0.076280549037	0.0661010576297	0.331885281564	0.0243105500996
a31	0.246612546874	0.286960711719	0.0823407630123	0.0550849512099	0.266605035855	0.0623959923665
a20	0.113165578625	0.153686622573	0.133632401004	0.105623490403	0.390070691952	0.103821235789
a31	0.115444239208	0.131586349524	0.168357530335	0.125062936801	0.343169887317	0.11637906693
a24	0.177299683069	0.171730316508	0.157505000112	0.1225420456	0.233254442439	0.13766852231
a31	0.181843641023	0.171436538836	0.160346536704	0.146202438533	0.185749924146	0.154420937437
a23	0.193567447008	0.169128116279	0.159930305568	0.154551442844	0.164728901382	0.158093805812
a20	0.196769062336	0.168487662093	0.160218105189	0.157091500948	0.158304727127	0.159128961937
</S>	0.182316866168	0.167964791047	0.163270277595	0.160798655474	0.162696263564	0.162953160968
