 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.00682617465585	0.072655770935	0.01429775825	0.044553795	0.24958733235	0.2041841535	0.0293271685	0.022634595315	0.216472335595	0.13946089159
a20	0.00227576700473	0.0242186111829	0.06923492675	0.172686143667	0.275166030783	0.226403687833	0.0362619451667	0.00830647258167	0.091879767595	0.09356664159
a31	0.000758635955688	0.00807288026774	0.304056808917	0.269693141222	0.132503745928	0.109775716611	0.0352296123889	0.00385125066056	0.0522739215317	0.0837842971967
a28	0.000253109447223	0.00269125785853	0.482091349639	0.211572350407	0.075160140976	0.084810739537	0.0322515647963	0.00322652288685	0.0380826375106	0.0698603657322
a37	0.000110339452508	0.000914294648533	0.438177103213	0.178194633469	0.092514536992	0.136275419846	0.0314517125988	0.00957718642895	0.0356389655035	0.0771458435774
a24	0.000693108930836	0.000545497868178	0.388940414404	0.171536741156	0.137948372331	0.156437159949	0.0256524451996	0.039478704143	0.0261834708345	0.0525841111925
a31	0.00149034301028	0.000422319006059	0.356254981468	0.162787877052	0.130787010777	0.18215430665	0.0368537393999	0.0528226797143	0.0256680832782	0.0507586707308
a20	0.00226529697009	0.00052658805202	0.272182160489	0.142048019017	0.106539106926	0.18499969555	0.137123644133	0.0589087882381	0.0415715060927	0.0538351645769
a1	0.00215275192336	0.000796824134007	0.142792370496	0.126330806339	0.107596965642	0.170525088517	0.228258181378	0.088942972746	0.0854634633642	0.0471405621923
a31	0.0166912023078	0.00428270606134	0.0619422921653	0.102064196446	0.082379074214	0.149523364172	0.177508943793	0.198998377582	0.127511517788	0.0790983390641
a28	0.0249758131026	0.00783884135378	0.0551198790551	0.0801976798153	0.0643279004047	0.096662282724	0.142467097931	0.244557422527	0.185337252596	0.098515859688
a24	0.0204073720342	0.0226607454513	0.0505219870184	0.0812323299384	0.0539900041349	0.062473490908	0.113504512644	0.210335800842	0.282369557532	0.102504219896
a28	0.0208677180114	0.0307847151504	0.0403044363395	0.0787328066461	0.0288842763783	0.035358607636	0.0573977542147	0.216618763614	0.361653189177	0.129397703299
a24	0.0191785860038	0.0338384483835	0.0414747004465	0.0841444322154	0.0187268767928	0.023630934212	0.0376653780716	0.222960947871	0.378459586392	0.139920067766
a46	0.0131648156179	0.0291284342012	0.0275699932155	0.0697040160718	0.0145439310976	0.020218499404	0.0282881020239	0.213378802624	0.425167975464	0.158835395922
a14	0.0099030174893	0.0452743494737	0.0184384591385	0.0561691490239	0.0144159141992	0.019347402468	0.038727420008	0.218764734208	0.407048781821	0.171910738641
a31	0.0110944654964	0.0536258131579	0.0152012284795	0.0383623526746	0.0125257373997	0.0154567678227	0.0720128000027	0.307452184736	0.32947148394	0.144797129547
a11	0.0134722844988	0.0474918360526	0.0134011939265	0.0391599822249	0.0232007791332	0.0238670979409	0.0741241190009	0.305598211579	0.304375671313	0.155308803182
a31	0.0157960561663	0.0480635676842	0.0136345748755	0.040895604075	0.0298016837111	0.0293248523136	0.090414318667	0.281357730526	0.286669440438	0.164042182727
a47	0.0095708371221	0.0219501730947	0.0098436118585	0.130055274692	0.048590779237	0.0659590264379	0.120700772889	0.231179428509	0.244290570146	0.117859525909
a31	0.0135599511074	0.0687437742316	0.0102522409528	0.163516513231	0.063091538079	0.085878202146	0.141702670963	0.177262854503	0.196089226715	0.0799030186363
a24	0.0209478740358	0.0891425677439	0.0508187783176	0.21371334941	0.0672492843597	0.067044787382	0.119914136988	0.151924841501	0.156762672238	0.0624816812121
a1	0.0180133023453	0.0351341168813	0.0811109181059	0.35258292647	0.0649034344532	0.0513468951273	0.0593670806627	0.1203761505	0.144493634079	0.0726715220707
a20	0.0284859047818	0.0566746902604	0.0555959720353	0.286217812157	0.0608674144844	0.0499400510424	0.0659790605542	0.140706060167	0.156391078026	0.0991419606902
a31	0.0414134565939	0.11376764342	0.0300470346784	0.143776594052	0.0726252848281	0.0688217803475	0.112796555518	0.151851833389	0.153618912675	0.111280903563
a20	0.0414915138646	0.09607349114	0.0444534048928	0.162318871351	0.076187988276	0.0705509467825	0.102986898506	0.14498616913	0.149701880892	0.111248834521
a37	0.0519842959549	0.09833208038	0.0553532349643	0.196024245117	0.0826770027587	0.0782582022608	0.076660089502	0.120302374377	0.130278608964	0.110129848174
a24	0.0641763683183	0.137811760127	0.0357479963214	0.133978823039	0.0835242195862	0.0888362857536	0.0947910365007	0.122031458126	0.125710571655	0.113391456058
a29	0.0681350077728	0.148817450042	0.0276413267738	0.106391124346	0.0811868818621	0.0908788749179	0.105032252167	0.125957258042	0.127357848885	0.118601982019
a20	0.0748035825909	0.156596260014	0.0259385749246	0.0987027414487	0.0793605672874	0.0892769429726	0.108002699389	0.124335251347	0.124903492962	0.118079910673
a10	0.0812981158636	0.192744696671	0.0238310656415	0.0898290821496	0.0764614024291	0.0865679376575	0.10562708513	0.116101540449	0.116230685987	0.111308380224
