 	non	mi	aspetti	non	vengo	</S>
a33	0.174173765703	0.0732382657885	0.03551769366	0.07301202615	0.449089562	0.194968755
a31	0.0656432840363	0.0619018024552	0.01511084366	0.0471060194833	0.631994407333	0.178243695
a37	0.0359494006788	0.0694858621517	0.00932779482	0.0424775268278	0.476202809111	0.366556631667
a35	0.0195625452263	0.0360388298839	0.00514465974	0.0211491966093	0.25526334637	0.662841423889
a31	0.0141478520754	0.0174526417946	0.00291552419333	0.00985325973643	0.192308025457	0.763322667963
a7	0.0120814976918	0.0113474626982	0.00283354364444	0.00635314721214	0.172582741819	0.794801579321
a18	0.0191358542306	0.0306176756661	0.0125221780481	0.0190778151707	0.237952527273	0.680693919774
a24	0.0561116324102	0.138752845222	0.0684427636827	0.0726897540569	0.278917059091	0.385085906591
a31	0.135545690803	0.344323388407	0.114693597894	0.0837587193523	0.164979465364	0.156699116197
a20	0.152474126934	0.405439862802	0.180639349298	0.0923843644508	0.0967620274547	0.072300299399
a8	0.139997788978	0.324239277601	0.274038243099	0.130114424817	0.0821551824849	0.0494551117997
a31	0.225738322993	0.303209192534	0.251197394366	0.113622183272	0.061915686495	0.0443172125999
</S>	0.286578461497	0.304497511267	0.201949237183	0.098286149136	0.0604071867475	0.0482814463
