 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.16718552825	0.09612031225	0.508654955	0.05975785	0.0264108415	0.001988749425	0.000173239655	0.04257073245	0.0021683032838	0.0949695059855
a41	0.0558822026567	0.0321321385743	0.520461245	0.050790894	0.292462144833	0.000712718188333	0.000456814305	0.01432043423	0.000750266425467	0.0320311544522
a31	0.0188677343022	0.0107493431751	0.240308648333	0.025654826	0.687043668278	0.000264010798778	0.000661896668333	0.0050510328	0.000276675430089	0.0111221609041
a20	0.00649216034073	0.00363431420903	0.105567504778	0.01612055	0.763019709426	0.000507540605593	0.00261460858944	0.08027103521	0.00024769067663	0.0215249169214
a31	0.00267517127691	0.00132938760768	0.0716109435927	0.01715614	0.730864423142	0.000781851368531	0.0125702128631	0.128195911737	0.000451219378877	0.0343647819738
a37	0.00157124895897	0.00063039878256	0.0695607488642	0.015742926	0.569540184381	0.00130419068951	0.0154326089544	0.167134170579	0.00106897075963	0.158014577991
a16	0.000770047559657	0.00031820415752	0.0442193942881	0.010352171	0.28281077146	0.0308008770965	0.00934388945147	0.189837480193	0.00640116391988	0.425146025997
a35	0.00190513929322	0.000621742649173	0.052392405096	0.018409148	0.147662837153	0.104823032366	0.00816972495049	0.107661720731	0.0263501063066	0.532004175332
a24	0.0213387835644	0.0342964334497	0.0666117106987	0.0493140246667	0.102016395718	0.155920290789	0.0157124193168	0.084075047577	0.0715149894355	0.399199928444
a31	0.0448580411881	0.0900702978166	0.0504541482329	0.0520867028889	0.062515599906	0.17889264693	0.0190199697723	0.139972955859	0.0811130844785	0.281016556148
a39	0.045846525396	0.0777751132722	0.0442385350776	0.065441328963	0.0589674579687	0.21200172231	0.0371944349241	0.141377176953	0.0597707928262	0.257386938716
a31	0.0414409944653	0.0891406117574	0.0359846793592	0.074921934321	0.0595942846562	0.219372697437	0.0462369469747	0.150265243984	0.0480265589421	0.235016102905
a20	0.0329531958218	0.0936544269191	0.0397420274531	0.179856162774	0.0895593135521	0.178103715812	0.0463538043249	0.140723121328	0.0316177049807	0.167436567635
a31	0.0385406596073	0.118145565306	0.0400685094844	0.226550214258	0.108158387851	0.143079818604	0.056329353775	0.111365247109	0.0285156299936	0.129246612545
a3	0.0430708192024	0.127344161935	0.0523350918281	0.265086908086	0.11911106595	0.109841727535	0.0481984622583	0.098377833703	0.0245397443312	0.112094160848
a20	0.0655125624008	0.173523594145	0.056946004276	0.293012842695	0.119044316983	0.084944353845	0.0431478707528	0.0563161625677	0.0300228081104	0.0775294689493
a31	0.0897955674669	0.247735198048	0.0371104007587	0.162039557565	0.0816650339943	0.100301647948	0.0626425182509	0.0800523841892	0.0542000210368	0.0844576516498
a37	0.107810919156	0.223149312683	0.0439107975862	0.185514399188	0.0756749363314	0.093356459316	0.0640538570836	0.0742011523964	0.0547304146789	0.0775977438833
a31	0.139088649719	0.221399930894	0.0508591358621	0.194872253063	0.0713722171105	0.0826218264387	0.0591582833612	0.0609655251321	0.0516825642263	0.0679796112944
a20	0.18246008324	0.204760046965	0.0529946172874	0.180932414354	0.0669801900368	0.0822303901462	0.0586347061204	0.0574456293774	0.0502685427421	0.0632933717648
a28	0.236138614413	0.255204612322	0.0481758810958	0.173296361451	0.0517057190123	0.0708722737154	0.0465241783735	0.0371322591258	0.037542773914	0.0434073252549
a31	0.213194251471	0.268949460774	0.0503317416986	0.113231810484	0.0567042793374	0.0748605182385	0.0631150474578	0.0531053947086	0.051828581638	0.0546789117516
a20	0.211212883824	0.260342436925	0.0523990802329	0.105437403495	0.0578191581125	0.0787757307462	0.0668653498193	0.0559932315695	0.0546460352127	0.0565086925839
a31	0.219678787941	0.256253888975	0.054367828411	0.102324537832	0.0574771293708	0.0783234202487	0.0664867356064	0.0552180438565	0.0541952357376	0.0556744108613
a33	0.24170310598	0.202859889658	0.0570028578037	0.112560042611	0.0584999974569	0.0887748634162	0.0734654735355	0.0552653046188	0.0541992489125	0.0556692336204
</S>	0.29191583799	0.192163919829	0.0502631314019	0.130362761306	0.0476391602285	0.0943399467081	0.0701594917677	0.0408412123094	0.0405369579563	0.0417775748102
