 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.0922260127	0.63234253	0.1079285155	0.0598541443	0.0083561358	0.0017528078	0.0029468488	0.0153921988	0.0792007957
a46	0.03147704951	0.549270632	0.0529323521667	0.0231890087333	0.166551527467	0.0386940185667	0.0062555498	0.0119201018	0.119709759033
a31	0.01185947398	0.217944762667	0.0398051180556	0.0122200023444	0.326422765822	0.124942072856	0.0281119026	0.0288215056	0.209872393011
a27	0.0188421469933	0.134984844222	0.243542383352	0.0109467337815	0.243236771941	0.117885443619	0.0322812995333	0.0299889341	0.16829143767
a41	0.0276800346644	0.0969240434073	0.385597371117	0.0144528139272	0.25881858398	0.0555981622063	0.0376843251778	0.0200466699333	0.103198029223
a1	0.0239980445548	0.0476797154691	0.276124360372	0.0885286626424	0.317684011327	0.0450576977354	0.0982894550593	0.0314845033111	0.071153591741
a21	0.0573876471849	0.0710889774897	0.229088596791	0.151454060881	0.212385755776	0.0388283885785	0.128417233353	0.0605827321037	0.050766619247
a31	0.113822932395	0.278218099163	0.185676025597	0.096969209627	0.101575343425	0.0268624376262	0.0820335381177	0.0713415013679	0.0435009050823
a13	0.099529135465	0.360943973054	0.146864111866	0.113439615876	0.056169389975	0.0161403059754	0.0425988047059	0.129260187789	0.0350544570274
a31	0.084563623155	0.320928497685	0.109539764622	0.117262605925	0.0431647059917	0.0140898493251	0.038149095902	0.22245039593	0.0498514823425
a41	0.0766441110517	0.260474304562	0.0998383355407	0.140152712608	0.0556372186639	0.0208098894417	0.0480254663007	0.247448708643	0.0509692534475
a35	0.0867874636839	0.158458620187	0.109076671847	0.186278840869	0.0580081212213	0.0379681448139	0.0569679574336	0.258429226214	0.0480249438158
a31	0.102809534561	0.122083030729	0.0663514416157	0.103893381623	0.0318381407404	0.058694074938	0.113361097811	0.320478842071	0.0804904379386
a14	0.0914304928537	0.083589114243	0.0510255148719	0.0818644052077	0.0353946822468	0.136616538313	0.161155095937	0.279133227357	0.0797909093129
a28	0.207330532285	0.085226838081	0.054512801624	0.0932940017359	0.0364037807489	0.174218252771	0.135260158646	0.157023867786	0.056729798771
a31	0.269881014095	0.0686674393603	0.042308093208	0.066985623912	0.0278608142496	0.142921754257	0.144830366215	0.155787751262	0.0807572019237
a0	0.242308764698	0.0717819331201	0.0544194570693	0.0768969746373	0.0479576520832	0.145650394752	0.138727160072	0.139273670421	0.0829840599746
a31	0.263176171566	0.0867640177067	0.0688665690231	0.0874487215458	0.0639630063611	0.140024979917	0.111942316691	0.10261235014	0.0752019126582
a46	0.294589777189	0.0995052092356	0.0745662996744	0.0835627038486	0.0642129144537	0.130499571639	0.098453979897	0.0846325777133	0.0699769562194
a17	0.36014859573	0.133894993079	0.0738050775581	0.0797382079495	0.0627249891512	0.110556208546	0.0729221976323	0.0562966102378	0.0499131190731
</S>	0.400838712865	0.150173336539	0.064488315279	0.0686067289747	0.0550900010756	0.088124931273	0.0657155968161	0.0552851751189	0.0516772470365
