 	non	aveva	dove	a	stare	</S>
a31	0.086452047017	0.18999081338	0.6428636	0.0430972265	0.0195631845	0.01803304157
a8	0.0288397517297	0.0660605202467	0.861622733333	0.0207529575	0.0164140648467	0.00630986430333
a31	0.0114318618226	0.0321401662822	0.927350734444	0.012973655	0.00993085696223	0.00617263083444
a28	0.00613551880753	0.0201776960941	0.674326201481	0.0570818015	0.157075994654	0.0852027336115
a37	0.00297560440251	0.011068333498	0.38793347716	0.147535497167	0.223085704885	0.227401351204
a31	0.00166619943417	0.00809461363267	0.360544169053	0.143955318389	0.111736141628	0.374003520401
a18	0.00086432894139	0.00484045038422	0.244721150351	0.077413155463	0.070925769876	0.6012351268
a0	0.000674085243797	0.00305725746807	0.100311644117	0.0725332934877	0.113345579292	0.710078142267
a23	0.0042255267146	0.0374512163227	0.0967456113723	0.207768272829	0.134699649764	0.519109724089
a8	0.0111709042382	0.107060912108	0.126595777124	0.371574424276	0.0880690032547	0.295528961363
a31	0.0289357507461	0.121701637369	0.0964149920413	0.359168861425	0.169916631085	0.223862097121
a20	0.0497206812487	0.19506402579	0.0562103383471	0.264170857142	0.252956050362	0.18187805904
a31	0.124704267083	0.228578153263	0.0394051321157	0.212605025714	0.228700426787	0.166007013013
a20	0.239018835694	0.274941602421	0.0349310693719	0.148404768571	0.162123295596	0.140580456671
a24	0.371919498565	0.31854029414	0.0449620714573	0.0882751461903	0.0930794051987	0.0832236058903
a8	0.484565852855	0.28420511138	0.0461870791524	0.0647105020634	0.0587888320662	0.0615426099634
a31	0.456077424285	0.264356737127	0.0624101607175	0.0762429740211	0.0669553276887	0.0739573766545
</S>	0.401929942142	0.215231068563	0.0819346853587	0.102221597011	0.0979655288444	0.100717188327
