 	ho	rotto	una	bottiglia	</S>
a31	0.226799875	0.0669757854	0.121302935	0.35120342	0.233717965
a21	0.471325065	0.0284720020667	0.0747881222333	0.211133691133	0.214281121333
a31	0.794483138333	0.0305056163556	0.0261650485278	0.0734419208443	0.0754042531777
a35	0.604148332778	0.220636961119	0.0267287653926	0.115914006281	0.0325718987926
a31	0.287775617593	0.503157640373	0.0342844251309	0.154323612094	0.0204586892642
a24	0.159709418198	0.420181185791	0.0226592877103	0.120788360698	0.276661744755
a37	0.0592425873993	0.15999787593	0.0130142323368	0.109797463566	0.657947848252
a31	0.0567886261331	0.0575709928767	0.00899087421227	0.236268187855	0.640381316084
a33	0.0922170633777	0.0228446503589	0.00767483580409	0.286602992618	0.590660438695
a31	0.0786662257926	0.105556710286	0.0897094680014	0.230041550873	0.496026022898
</S>	0.0516323998963	0.197821405143	0.172892859001	0.265519835436	0.312133476449
