 	non	aveva	cosa	a	fare	</S>
a31	0.13585032446	0.29094383815	0.43578776	0.0352339465	0.0547937315	0.0473904235
a18	0.04539387575	0.0976706521167	0.576903586667	0.171859523167	0.0553934558333	0.0527789241667
a24	0.01551758014	0.0392628320056	0.404186645556	0.200103104056	0.210832913944	0.130096943722
a20	0.00585311431333	0.0215695353352	0.248789038519	0.078717868352	0.380688044648	0.264382391241
a31	0.00310379017111	0.0173046181117	0.23486916284	0.0367097729173	0.306382724883	0.401629930414
a18	0.00221246689037	0.0170317260372	0.28460820428	0.0687275104391	0.239521584961	0.387898520138
a31	0.0285401843968	0.108950739679	0.249061048093	0.089361118813	0.211351711654	0.312735210046
a17	0.0378484837989	0.145119419893	0.274144756031	0.139693914938	0.160153523885	0.243039901682
a20	0.0722520635996	0.204569893298	0.287200253344	0.182796683313	0.121114334628	0.132066792227
a31	0.222505027867	0.274994971099	0.153873367781	0.130378486104	0.107684978209	0.110563224076
</S>	0.320726563933	0.22663108555	0.12118135689	0.112278563052	0.109491864105	0.109690622038
