 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a23	0.0256242094059	0.0085344328	0.58341281	0.0461328815	0.006787981	0.01810682835	0.003482677025	0.03663321253	0.0948117895775	0.069580858285	0.1068922946
a31	0.00861533689924	0.00732141546667	0.722596143333	0.0596965138333	0.0377829746667	0.0260854230167	0.0239020086917	0.0126207632967	0.0317103509708	0.0261439729517	0.0435250879333
a20	0.00324845509308	0.00830825315556	0.501541707778	0.0695977712778	0.0676561915556	0.0480274376722	0.0358436308972	0.0070192300989	0.0158461687169	0.0523981156506	0.190513059311
a13	0.00203681696436	0.0142831037185	0.272183782593	0.0848936404259	0.0921900838519	0.0669294245574	0.0580064419657	0.0164804012663	0.035332423239	0.0959342885502	0.261729604437
a37	0.00199578482145	0.0231365105728	0.201402024198	0.085590570142	0.117434544617	0.0792607331858	0.104485822322	0.0432826867554	0.061343874413	0.139644989517	0.142422479479
a31	0.00141971170048	0.0172703943576	0.153649923399	0.084419456714	0.149869311539	0.0759628493953	0.107355385774	0.0658381539185	0.0715514681377	0.156382943172	0.116280409826
a43	0.0170832327935	0.0409415096192	0.236631523133	0.098377312238	0.14958728718	0.0825540497984	0.075279371258	0.0550725926395	0.0597185173792	0.101184684391	0.0835699011087
a31	0.0225295423445	0.0503235242064	0.244368123378	0.0863862340793	0.0997329907267	0.167396703266	0.0698391167527	0.0563487342132	0.0448047737931	0.120846111464	0.0374241438696
a24	0.0153752898615	0.0985970324021	0.128212768126	0.0748997746931	0.0835018485756	0.233587764422	0.0953662675842	0.0601038090711	0.0385061632644	0.148469853821	0.0233794272899
a7	0.0260938999538	0.202418440801	0.0971680307087	0.096767978231	0.105893722859	0.209579758141	0.0776744165281	0.037605770357	0.0254016580881	0.102062812607	0.0193335150966
a31	0.0335083333179	0.1669482046	0.0722854935696	0.10347735941	0.11152583762	0.18056032938	0.0837125495094	0.046053655119	0.056056207696	0.122683672202	0.0231883706989
a13	0.0384110827726	0.166222752533	0.0826519211899	0.0965741331367	0.103115555873	0.16278189646	0.0938475831698	0.0471104512063	0.0657424815653	0.120768203401	0.0227739555663
a28	0.0891015392575	0.269334070844	0.09255771373	0.0886484297122	0.0997403386243	0.13238020682	0.0690172110566	0.0238659412354	0.0319965351884	0.073708778467	0.0296492658554
a20	0.146920996419	0.279799530281	0.0679627792433	0.0753830885707	0.0833054128748	0.09846081694	0.0758857503522	0.0188693397451	0.0308346607295	0.0713745721557	0.0512030772851
a31	0.140126858806	0.198157360094	0.0634575210811	0.0784089281902	0.0821601729583	0.0923142123133	0.0893563567841	0.0466693245817	0.0578522869098	0.0843164520519	0.067180531095
a37	0.178157026269	0.189737736698	0.0618356636937	0.0743190247301	0.0778656329861	0.0828114297711	0.081972730928	0.0521124018606	0.0599817916366	0.0783353253506	0.0628712490317
a1	0.298370648756	0.210308355566	0.0548508522312	0.0595941592434	0.064524403662	0.064990682257	0.062469000976	0.0323682129535	0.0413983098789	0.0587629924502	0.0523624010106
a28	0.389517442919	0.164074338522	0.0498257350771	0.0520450607478	0.055552750554	0.055002408419	0.053683374992	0.0373739676512	0.0436156766263	0.0510635101501	0.0482457316702
a1	0.408784780973	0.136951691174	0.0500152216924	0.0514458195826	0.0538166948513	0.0531261338063	0.0527271909973	0.0454323825504	0.0481007282088	0.0503896857167	0.0492096605567
a28	0.409034700324	0.122722405391	0.0512622795641	0.0523742958609	0.0542105996171	0.0535542179354	0.0535009056658	0.0500378438501	0.0510529720696	0.0514194895722	0.0508303018522
a31	0.312182623441	0.10883439513	0.0618800188547	0.0643909119536	0.0656036512057	0.0652380193118	0.0655207805553	0.06422894395	0.0643860206899	0.0641183751907	0.0636162689507
a20	0.216411121147	0.102861665043	0.0715213442849	0.0748950473179	0.0754231184019	0.0762097197706	0.0775462935184	0.0764136663167	0.0766222335633	0.0763467100636	0.0757490763169
a31	0.183144673716	0.100861155014	0.0755320944283	0.078537409106	0.078790561134	0.0799932599235	0.0816376345061	0.0805175021056	0.0807523778544	0.0805017450212	0.0797315921056
a20	0.177642634572	0.100236725005	0.0766572698094	0.0793218863687	0.079551335378	0.0807189533078	0.082259203502	0.0807813707019	0.0812766659515	0.0811890596737	0.0803649090352
a31	0.177894940191	0.098030108335	0.0772420699365	0.0794243921229	0.0798251484593	0.0811002261026	0.0825111031673	0.0808954615673	0.0814511853172	0.0814429778912	0.0801823913451
a8	0.256113042064	0.115682916112	0.0690130433122	0.0698047793743	0.0712131978198	0.0711945837009	0.0705773450558	0.0684075568558	0.0696522374391	0.0697954599637	0.068545842115
</S>	0.371359921032	0.140635958056	0.0556081766561	0.0551087126872	0.0574231114099	0.0563252118505	0.0541882435279	0.0506533509279	0.0529204422196	0.0532399809818	0.0525369035575
