 	forse	non	li	ha	a	casa	</S>
a28	0.142870170525	0.0233431689855	0.147178598	0.566296645	0.0379566785	0.03567785275	0.04667686465
a10	0.0521400038583	0.0119590209855	0.198746581333	0.652238311667	0.0466763765	0.01604143175	0.0221982643167
a31	0.0231850168528	0.0216944266618	0.305062997111	0.538067897222	0.0717964135	0.0114102525833	0.0287829777722
a21	0.00931403508427	0.0269463512206	0.268718625704	0.578899845741	0.0647293921667	0.0192331838611	0.0321585705907
a37	0.00380897652809	0.0169161277402	0.249333151901	0.481548945247	0.0517173630556	0.078778501287	0.11789696153
a31	0.0019713607527	0.0116901575801	0.2513887273	0.412575545082	0.0411683220185	0.105032476429	0.17617342251
a37	0.0010387973209	0.0083806467267	0.2384175291	0.423873148361	0.0331104823395	0.126283398143	0.168896012837
a31	0.0004893332603	0.00355526357557	0.266602623033	0.341812339454	0.0279456171132	0.187883552714	0.171711297612
a37	0.000249397546767	0.00246478375852	0.251995707678	0.338325759818	0.114681076704	0.176323530905	0.115959754871
a31	0.000988151115589	0.0177285676862	0.168669559226	0.307779269939	0.245469798901	0.181880666968	0.0774840006237
a21	0.00171652363853	0.0387337378954	0.172333086409	0.236025283313	0.255291899634	0.213841432323	0.0820580535412
a31	0.0387002076128	0.0495115399651	0.15871263647	0.202959521104	0.245777933211	0.216835377441	0.0875028045137
a20	0.0506641429543	0.0451769219884	0.149313469823	0.200714833701	0.25167024107	0.212531185814	0.0899292235046
a31	0.0417447947348	0.0453752786628	0.155201179941	0.2052895179	0.24435855369	0.210228588605	0.0978020898349
a37	0.0397463732449	0.0934515208876	0.156756893314	0.1920960293	0.225020097897	0.191843322868	0.101085769945
a33	0.015376123415	0.183378980296	0.208158131105	0.1662139831	0.174609745966	0.149700097623	0.102562907982
</S>	0.0091849877075	0.234978355148	0.216828300553	0.15201567655	0.151360487983	0.133507143812	0.102124975991
