 	dei	genitori	</S>
a31	0.021238852557	0.14121323	0.837547965
a20	0.007082690416	0.29356029	0.699357065
a31	0.002371873436	0.489198046667	0.508430121667
a18	0.001089723017	0.416640208889	0.582270073889
a24	0.003900518439	0.227739272963	0.768360191296
a28	0.016396613813	0.126116656654	0.857486710432
a31	0.0334897666043	0.0859213245513	0.880588906811
a20	0.0741863242014	0.0939190715171	0.831894625604
a31	0.0939170914005	0.125560200506	0.780522741868
a20	0.253547587134	0.135354036835	0.611098400623
a39	0.452643379045	0.159590058945	0.387766536874
a46	0.483258709682	0.207565786315	0.309175478958
</S>	0.487856754841	0.225206033157	0.286937214479
