 	non	mi	aspetti	che	non	vengo	</S>
a8	0.0471381347917	0.049654342686	0.0633179995545	0.20982701178	0.0280017424	0.471358259	0.130702523
a31	0.0161589765917	0.0198939793527	0.0212170935545	0.07165555228	0.0211294844	0.761298569667	0.0886463516667
a24	0.00781367013057	0.0128408051176	0.00730477176483	0.0262323426933	0.0267015014667	0.714677723222	0.204429215889
a31	0.00507105501019	0.00721200653253	0.00257598357694	0.00971599407443	0.0185598497556	0.541178817741	0.41568633863
a36	0.00341139987006	0.00260635183084	0.00450733293431	0.0150223951015	0.0362579171852	0.479431565914	0.458763059543
a31	0.00365831025669	0.00170924643695	0.0052745113881	0.0171519320338	0.0471930167284	0.522591505305	0.402421499848
a39	0.0120562276856	0.00285895337898	0.00593576020603	0.0145500063446	0.0506028465761	0.507442701768	0.406553549949
a8	0.0753604258952	0.0354754933597	0.0958631980687	0.0846690461149	0.0864673088587	0.316860767256	0.305303780983
a31	0.167253751965	0.23382825112	0.161687669356	0.107833319705	0.0761637929529	0.128154228085	0.125078996328
a29	0.172448397322	0.38100824704	0.170699793119	0.090163414235	0.0743782409843	0.056123811695	0.0551781071093
a31	0.202650155774	0.415058432347	0.15680378104	0.0858011314117	0.0751945499948	0.0313283142317	0.0331636453698
a17	0.220417985258	0.343658065782	0.15817670368	0.109140563804	0.103813679665	0.0335891464106	0.0312038807899
</S>	0.176289992629	0.218696865391	0.20346450184	0.160875331902	0.158211069832	0.0460777652053	0.036384504395
