 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.48638419085	0.00152893473	0.02467143425	0.04070078545	0.035084152235	0.39014626495	0.00344192215	0.018042305
a31	0.163564357595	0.000775577653333	0.02507115185	0.0472059278167	0.0374236710783	0.691739134983	0.00652879315	0.0276913943333
a15	0.0545591106727	0.000295252028278	0.01157396195	0.0466213306056	0.0502540440261	0.798164911661	0.0125645477167	0.0259668323111
a20	0.0237832582872	0.00529611882993	0.11725496055	0.0951909702019	0.104263881342	0.58826265722	0.0185379189056	0.0474101823037
a11	0.0162035747624	0.0379361762766	0.300819123517	0.141792776734	0.108120525781	0.27395429574	0.0204392356352	0.100734260768
a31	0.00882911828747	0.0773421487589	0.413348827839	0.154639175578	0.078030384927	0.131043511247	0.0159248258784	0.120841965256
a39	0.00441502269582	0.0816106395863	0.425953642613	0.146257408526	0.0659195979757	0.0929618930823	0.0191840112928	0.163697703419
a46	0.00595792113194	0.0619707965288	0.397479414204	0.162845229509	0.0610827879919	0.0829880656941	0.0248483110976	0.202827384473
a18	0.030893652044	0.0563790821763	0.309763314735	0.17886448317	0.071201197664	0.133880729898	0.0398244310325	0.179193031491
a31	0.102307337348	0.0605543240588	0.202239431578	0.150989011057	0.084290665888	0.181957596633	0.0587900603442	0.158871520497
a13	0.140732839116	0.0547115260196	0.150663828526	0.113710037019	0.0824388469627	0.208832745544	0.0729792501147	0.175930900166
a31	0.254075833039	0.0574823100065	0.107992549175	0.083668055673	0.0673928479876	0.188174761848	0.0774096200382	0.163804023389
a46	0.27181076668	0.0646315453355	0.107693758058	0.103228458558	0.0518926849959	0.149401283949	0.0965335900127	0.154807904463
a31	0.235142327893	0.136662963779	0.101628076019	0.103278547519	0.035615124332	0.136136357983	0.105020486671	0.146516111488
</S>	0.304796488947	0.20792883189	0.0832031680095	0.0743431857595	0.023949916166	0.102528148992	0.0881524933355	0.115097785744
