 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.00926709074	0.01281719673	0.016963559001	0.0076871314	0.0051186645	0.1413569134	0.035478089	0.027801092	0.061579307	0.0832304	0.0751133	0.1256163425	0.0454782655	0.01217043065	0.0780834385	0.1070746585	0.102147393	0.0530167235
a39	0.00314618465294	0.00427297565896	0.00566171060784	0.00368520745883	0.002216334121	0.145523518133	0.0375273343333	0.0429421373333	0.188890394333	0.064822544	0.0635035226667	0.1232803335	0.0418207401667	0.00507731669667	0.0459214222667	0.0617897675	0.088452713	0.0714658335
a31	0.00104915864599	0.00142435823932	0.00188731571175	0.00123141350111	0.000765292675333	0.0688889563777	0.0218972981111	0.0559137234444	0.362995088111	0.042674611	0.0607719702222	0.0872373055	0.0303386083889	0.00641078661222	0.0318299895222	0.0498744798333	0.0846036176667	0.0902060278333
a8	0.00035128869963	0.000475069019543	0.00062960280468	0.000434031051703	0.00153465173911	0.0449465961259	0.0206079037037	0.0784479921481	0.343082146037	0.0515129193333	0.0797078267407	0.0906502181667	0.036144758463	0.0107485998707	0.0559745048407	0.0458716249444	0.0642477458889	0.0746325326111
a31	0.000119537927777	0.000158702505271	0.00021043797436	0.000180471323568	0.00183753278637	0.030723717042	0.0193055845679	0.0856008433827	0.287662358679	0.0523143004444	0.0802959405802	0.0877113807222	0.0373104451543	0.0483007872902	0.0987562849469	0.0476248866481	0.0534120866296	0.0684746842037
a35	4.39175685923e-05	5.36464354137e-05	7.11626201867e-05	0.000103377950189	0.00129755226879	0.0209002622807	0.0113130215226	0.0520280271276	0.258672612893	0.0637693888148	0.114960565193	0.0995140535741	0.0420342593848	0.0679292407634	0.119583938316	0.0477502298827	0.0410207868765	0.0589539314012
a31	0.000111155049864	2.37620790712e-05	2.60196577956e-05	0.000371383301396	0.00125734722293	0.0102334365602	0.00745641084087	0.0451896123759	0.168316380964	0.0595529986049	0.114760347064	0.087092558858	0.0366735874616	0.124863850254	0.171364566105	0.0713621176276	0.0367445806255	0.0645998751337
a33	0.000237187043288	1.99647366904e-05	1.41747125985e-05	0.000834482720465	0.00399893990764	0.00833608438673	0.00825359028029	0.051416474792	0.111084278655	0.058741505535	0.0795449743547	0.0846083606193	0.0435259641539	0.149392463418	0.198088522035	0.105325824209	0.0345102962085	0.0620668990446
a23	0.000856559581096	3.83838558968e-05	1.67602355328e-05	0.00160227834016	0.0103563699692	0.00888155046224	0.0121385830934	0.0515756345973	0.065399229885	0.075025201845	0.0780360647849	0.0985302188731	0.062186639718	0.108115844473	0.173135510678	0.16844806807	0.0331562784028	0.0525008196815
a31	0.010427462727	0.0105874208353	0.00162596364651	0.00257466221339	0.00977556192307	0.00718515058741	0.0123632050311	0.0369118298658	0.0341768896283	0.0496507824483	0.045551348595	0.058862770291	0.0439915995727	0.098080292491	0.242202266893	0.25107927269	0.0398202734676	0.0451332572272
a37	0.015111967909	0.0153878000118	0.0031886424155	0.0053398448378	0.0170578225744	0.0084643412958	0.0164327290104	0.0258026446219	0.0265653658761	0.0402666633161	0.035777853865	0.041895824097	0.0362712685242	0.0939415251637	0.270935698964	0.263442067563	0.0475211731559	0.0365967850757
a31	0.015714469303	0.0123878144039	0.00294598897183	0.00659563947927	0.0196010720581	0.0085184469986	0.0165364308701	0.0200239120406	0.023418440292	0.0400546701054	0.035122044955	0.0375748300323	0.0356735241747	0.0950020597212	0.295500209655	0.254826549188	0.0492365433853	0.0312673770252
