 	forse	sono	usciti	</S>
a23	0.052942389265	0.623830075	0.0153894645	0.30783806
a31	0.017797641053	0.841849625	0.0148441615	0.125508575293
a23	0.0329307788057	0.646993985	0.0122321974667	0.307843040391
a31	0.0400614254686	0.361395188333	0.229357001122	0.369186388864
a10	0.14557398769	0.256578736111	0.346195870374	0.251651391688
a37	0.188852840563	0.11787409647	0.163888305458	0.529384750563
a31	0.0801362078543	0.05053477659	0.0776771271527	0.791651883521
a37	0.0429945356181	0.0310957881967	0.0491517660509	0.876757894507
a31	0.062896785206	0.140324535399	0.130468315684	0.666310334836
a39	0.111916641735	0.3032298218	0.171065074228	0.413788414945
a31	0.158182027245	0.3277968506	0.173027697076	0.340993404982
</S>	0.182879038622	0.3067416403	0.234650628538	0.275728702491
