 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0094778532335	0.22788862887	0.528650953	0.015516414	0.0287136995	0.02711572778	0.162636772
a8	0.00316665805208	0.0760364927633	0.493552303333	0.286642506333	0.0653013825	0.0104304733133	0.0648702276667
a31	0.00106091611161	0.0253811903978	0.181251781111	0.661582215444	0.0846563758333	0.0148027339711	0.0312647988889
a37	0.000364988512537	0.00850567871593	0.088054753037	0.743330305148	0.108730416944	0.0229992653237	0.0280145602963
a20	0.000141013699179	0.00291134328198	0.0975323560123	0.636951358383	0.165041222315	0.0345245731079	0.0628980900988
a31	0.000103704481726	0.00129401422399	0.160811978671	0.457734516128	0.177311554105	0.0442976063693	0.158446603366
a17	0.000105776487242	0.00073785827133	0.170545299557	0.260573260043	0.155200260035	0.0370093341231	0.375828191122
a20	0.00423231323575	0.0111122972004	0.277146639852	0.107752142014	0.0955506640117	0.0279075267077	0.476298390374
a31	0.0392177554119	0.0930003457335	0.334147436617	0.045741759338	0.0488378016706	0.0332427095692	0.405812183458
a39	0.048175001904	0.111152338244	0.219101562206	0.0260316537793	0.0491251388902	0.0441983298564	0.502215987819
a35	0.0289450424013	0.0776575124147	0.162812520735	0.0182742225931	0.0671199029634	0.0632564332855	0.58193437594
a39	0.0577560358004	0.0993810608049	0.116499546912	0.0195545521977	0.138999094321	0.0820082297618	0.48580148198
a46	0.0977169986001	0.122080253602	0.070368960304	0.0264049113992	0.213623004774	0.0925956885873	0.377210197327
a35	0.129142642867	0.172292484534	0.0478087414347	0.0332459951331	0.218402541591	0.104796382862	0.294311215776
a31	0.146126480956	0.186152121511	0.0294198684782	0.0324247123777	0.20520718053	0.126638147621	0.274031478592
</S>	0.145495215478	0.170309610755	0.0213089512391	0.0292119771888	0.200787965265	0.144536873811	0.288349414296
