 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.00759805028542	0.0109803149635	0.00312453971	0.056592025	0.400639205	0.13784545	0.126994044	0.161138019	0.0950883335
a13	0.00254629068442	0.0036994017115	0.00196096714333	0.0536157196667	0.604258448333	0.171965053333	0.0507847131333	0.061706651	0.0494627501667
a0	0.000866574641807	0.00127906846983	0.00231623604778	0.0440821655556	0.594458972778	0.150406851111	0.0403584018444	0.057680719	0.108551030056
a31	0.0010066484286	0.000750351831277	0.00287757244926	0.0321222638519	0.462620374259	0.15027744037	0.0793754822815	0.0826088396667	0.188361063352
a18	0.00121769940953	0.000607360978426	0.00251044680309	0.0302018409506	0.348540118086	0.218621780123	0.124738420761	0.0915124585556	0.182049917784
a31	0.000755461253177	0.000275064327475	0.0011832173877	0.0215933473169	0.265348159362	0.228137423374	0.135529803587	0.118835821519	0.228341739261
a28	0.000488860764392	0.000129275390492	0.000545855099233	0.0113574981056	0.179250396454	0.185427464458	0.174976297862	0.172978857173	0.274845493087
a20	0.000505539384797	6.85220014973e-05	0.000336692546411	0.0096048760352	0.143571365485	0.167761974819	0.257311762621	0.193230072391	0.227609164362
a31	0.00175868662827	0.000147283237166	0.00051803054547	0.0153814913451	0.122209941828	0.142769368273	0.27424835754	0.196374027464	0.246592794787
a7	0.00259004964276	0.000224035625722	0.000610077201823	0.0153200876817	0.077034787276	0.097540320091	0.397152202513	0.187668062488	0.221860378262
a38	0.00683110231425	0.000653505498574	0.000955414500608	0.0167417301272	0.0505833267587	0.0719767763637	0.556038100838	0.167624024163	0.128596028087
a24	0.0268975207714	0.0125850603995	0.0111441031669	0.0339347413757	0.0396935885862	0.0538989037879	0.526700166946	0.205966141388	0.0891797496957
a46	0.0287781784905	0.0161123290532	0.0143391131223	0.0342469851252	0.0311462635287	0.0674771659293	0.460157122315	0.280473183796	0.0672695982319
a31	0.0431737010635	0.0626030206044	0.0367935767741	0.0203122170417	0.0257316565096	0.0688655806431	0.398371550772	0.288408114599	0.0557405194106
a38	0.0781780936878	0.0940113185348	0.049274863258	0.0208498226806	0.0197058038365	0.0433525202144	0.342660913591	0.273966734866	0.0779999031369
a31	0.134170487896	0.165778761178	0.0391381587527	0.0184687586602	0.0156675172788	0.0333231634048	0.287869611197	0.229689916289	0.0758936297123
a13	0.154578727299	0.193558226059	0.0419754145842	0.0314681153201	0.0269117724263	0.0525059911349	0.257542757066	0.18920287343	0.0522561442374
a31	0.163268350433	0.248945467686	0.0516855785281	0.03583793044	0.0305770638088	0.059989179045	0.204958710355	0.160513464477	0.0442242690791
a8	0.139637850478	0.249203269362	0.0637094798427	0.0733308388133	0.0579605952696	0.0834118583483	0.161976111452	0.131100878159	0.039669111693
a20	0.101950600493	0.147769299921	0.153893151614	0.0967289619378	0.0718925890899	0.0980220361161	0.147658027151	0.126051484386	0.0560338438977
a31	0.129710820164	0.252652283307	0.226748530538	0.0513849996459	0.03944967303	0.0577167287054	0.094181050717	0.0871280377953	0.0610278669659
a15	0.101859505055	0.228653447102	0.188303216846	0.133597056549	0.05055321501	0.0630238895685	0.0859150619057	0.0826933389318	0.0654012946553
a31	0.113244690018	0.230213588367	0.176602322282	0.161003193516	0.05278223367	0.0609413565228	0.0740670313019	0.0721277523106	0.0590178545518
a20	0.194957296673	0.302199386122	0.180543847427	0.118691935839	0.03347739289	0.0383885771743	0.046506996434	0.0456985424369	0.0395360225173
a39	0.178158885558	0.195116199707	0.311344082476	0.13198461528	0.03263456663	0.0353038860581	0.039798808478	0.0394028181456	0.0362561555058
a31	0.147128521853	0.232737494236	0.357606317492	0.08421400376	0.0302318158767	0.0338573463527	0.0385884921593	0.0384736127152	0.0371624411686
a8	0.130139390618	0.235284821079	0.312737579164	0.141445243253	0.0317686252922	0.0342873027842	0.0384726370531	0.0383940442384	0.0374703717229
a31	0.137978300206	0.231452890026	0.298425453055	0.160358609084	0.0314790474307	0.0329677939281	0.0360812536844	0.0360039517461	0.035252688241
a37	0.207691073402	0.327659023342	0.251046144352	0.087897716028	0.0222330474769	0.0239905713094	0.0266430802281	0.0266184582487	0.026220902747
a20	0.226902754467	0.328401201114	0.279507694784	0.0678736550093	0.0178068594923	0.0188013347698	0.0203076954094	0.0202931180829	0.0201057219157
a8	0.167524679822	0.234320732705	0.391245278261	0.0844918596698	0.0229269681641	0.0238450672566	0.0252465181365	0.0252395060276	0.0251593906386
a20	0.117173708274	0.204673396568	0.43550265942	0.0901424188899	0.0283865367214	0.0297995004189	0.0314526420455	0.0314526506759	0.0314164335462
a31	0.126954796091	0.304903632189	0.300112676473	0.0553413272966	0.0359056062405	0.0405307981396	0.0453781800152	0.0454391415586	0.0454337911821
</S>	0.129589783046	0.335560606095	0.214571973237	0.0489109966483	0.0436188256203	0.0509169440698	0.0588664550076	0.0589792777793	0.0589851105911
