 	l'	ho	sentito	quando	veniva	</S>
a31	0.44782936	0.191496995	0.215888315	0.02520937875	0.04566936625	0.073906574
a46	0.397297666667	0.0935624735	0.197526888333	0.0208569460833	0.0226407025833	0.268115324
a41	0.249544142222	0.207234783	0.170036339444	0.0197145090278	0.0159829535278	0.337487288
a31	0.384594540741	0.263989676333	0.115993053148	0.0085240234026	0.00699162431927	0.219907096
a24	0.45006188358	0.183046684111	0.0931962810493	0.00405966076087	0.00632452058309	0.263310995333
a31	0.319500804527	0.289813748037	0.109169527016	0.00344489058696	0.0101247845277	0.267946275111
a15	0.185706991509	0.273758904679	0.188082392339	0.0280749399623	0.0711987815092	0.253178005037
a46	0.0938716508363	0.224107796893	0.275182167446	0.0785373749874	0.13569340717	0.192607618346
a31	0.0728945606121	0.304635798964	0.243202382482	0.0976554416625	0.14659721239	0.135014609449
a0	0.113072330204	0.330369116321	0.187901877494	0.0983055138875	0.14221032613	0.128140824483
a41	0.137360883401	0.289819932107	0.172763162498	0.128242421296	0.14394139071	0.127872206161
</S>	0.132193466701	0.249647806054	0.181157871249	0.151060310648	0.156389880355	0.129550668081
