 	la	pasta	vuole	sale	</S>
a8	0.0525282032	0.356992895	0.074618866	0.219791735	0.296068275
a31	0.0293102395333	0.329175318333	0.090961657	0.184087306333	0.366465458333
a28	0.0344616418444	0.333119069444	0.063343011	0.105120413444	0.463955862778
a20	0.0256407292481	0.192661358148	0.0365737566667	0.126519771148	0.618604397593
a31	0.0103475443827	0.0740368301827	0.0196640519556	0.106916798383	0.789034775864
a11	0.00568534579423	0.0324955818609	0.0183452973852	0.159180404128	0.784293388621
a18	0.00490094693141	0.0525242746203	0.0396789537951	0.271469564709	0.631426286207
a15	0.00860355797714	0.12947474954	0.123231281265	0.278717398236	0.459973022069
a31	0.121595067659	0.250018359847	0.144245729755	0.204544616079	0.27959624069
a20	0.161114041553	0.326728943282	0.200876142585	0.134715560026	0.17656532023
a6	0.0756852001843	0.402782571094	0.311218577528	0.0989003880087	0.111413250077
a20	0.113593097395	0.462070310365	0.304884459176	0.0605860940029	0.058866028359
a21	0.203863252465	0.453693506788	0.266711076392	0.0412185856676	0.0345135411197
a20	0.334230807488	0.403223895596	0.197812177131	0.0352352802225	0.0294977997066
a0	0.485248919163	0.315409331865	0.131239634044	0.0351263367408	0.0329757792355
a31	0.443798466388	0.246744257288	0.137515841348	0.0850690869136	0.0868723464118
a39	0.436069215463	0.201757949096	0.140506627116	0.109748526638	0.111917676804
a31	0.433484478488	0.191547166365	0.138245325705	0.118330586546	0.118392430268
a35	0.432786066163	0.188417145455	0.137319758568	0.121041577182	0.120435468089
</S>	0.526639233082	0.184481757728	0.110331434284	0.090068206091	0.0884794310445
